BINID	Tool	genome_id	length_gs	precision_bp	precision_seq	rank	recall_bp	recall_seq	seq_counts_gs	seq_length_mean	total_length	total_seq_counts	tp_length	tp_seq_counts	sample_id
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.170	MetaBinner 1.0 (B1)	Otu1160	3797816	0.9128296873852645	0.9056737588652483	NA	0.5400846170535908	0.2661525635681534	4798	1593.627659574468	2247015	1410	2051142	1277	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_com_only_result.308	MetaBinner 1.0 (B1)	Otu1832	1623948	0.9740297748091518	0.9604395604395605	NA	0.5328557318337779	0.2956698240866035	1478	1952.5318681318681	888402	455	865330	437	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.065	MetaBinner 1.0 (B1)	Otu966	1343956	0.5472479766957026	0.4090909090909091	NA	0.5314534106771353	0.3175182481751825	822	2045.716300940439	1305167	638	714250	261	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.174	MetaBinner 1.0 (B1)	Otu2448	1501442	0.6879058430864495	0.6159122085048011	NA	0.5216305391750065	0.249305941143809	1801	1561.7626886145404	1138525	729	783198	449	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_sr_partial_seed_length_weight_output.090	MetaBinner 1.0 (B1)	Otu472.1	4653058	0.5623368015363662	0.5587188612099644	NA	0.5154543528148585	0.33872707659115425	2781	2529.732502965599	4265129	1686	2398439	942	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output_trans.352	MetaBinner 1.0 (B1)	Otu2415.1	2715916	0.7981047103019547	0.8177570093457944	NA	0.514637418830332	0.28135048231511256	2488	2045.8983644859813	1751289	856	1397712	700	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.091	MetaBinner 1.0 (B1)	Otu2233.0	3002968	0.9175326969819909	0.9184726522187823	NA	0.5136288498578739	0.2479799387015882	3589	1734.8214654282765	1681042	969	1542411	890	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.050	MetaBinner 1.0 (B1)	Otu775.0	4383811	0.671049664341941	0.6511746680286006	NA	0.47854868743200835	0.2291928815387381	5563	1596.6532175689479	3126247	1958	2097867	1275	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.241	MetaBinner 1.0 (B1)	Otu873.1	3229632	0.9784656856526703	0.954183266932271	NA	0.4776547297029507	0.25877903835764454	1851	3140.637450199203	1576600	502	1542649	479	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.111	MetaBinner 1.0 (B1)	Otu774	3426035	0.9228197313678971	0.8986332574031891	NA	0.45798919158735973	0.22862938278759778	3451	1936.5808656036447	1700318	878	1569087	789	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_sr_partial_seed_length_weight_output.282	MetaBinner 1.0 (B1)	Otu639	2225376	0.8877925279875714	0.8585714285714285	NA	0.4575954804940828	0.22713529856387	2646	1638.61	1147027	700	1018322	601	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.119	MetaBinner 1.0 (B1)	Otu2042	1338973	0.8703435617713208	0.8615384615384616	NA	0.4525968783537831	0.2197514715500327	1529	1785.3692307692309	696294	390	606015	336	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_sr_partial_seed_length_weight_output.052	MetaBinner 1.0 (B1)	Otu971.0	5039167	0.9895001897924877	0.9840604026845637	NA	0.4490222292692423	0.21750417207491193	5393	1918.3791946308725	2286708	1192	2262698	1173	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.168	MetaBinner 1.0 (B1)	Otu610	3871112	0.8540651242215558	0.8337078651685393	NA	0.448580149579759	0.20299106328652197	5483	1523.012734082397	2033222	1335	1736504	1113	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.156	MetaBinner 1.0 (B1)	Otu1326	3025744	0.9872255436491053	0.9833759590792839	NA	0.44630742058812645	0.205450173657494	3743	1749.2148337595909	1367886	782	1350412	769	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_only_result.176	MetaBinner 1.0 (B1)	Otu1665	1903922	0.9419243608742733	0.9421157684630739	NA	0.44133635726673676	0.22190879172543487	2127	1780.5948103792416	892078	501	840270	472	marmgCAMI2_short_read_pooled_gold_standard_assembly
9	MetaBinner 1.0 (B1)	Otu1153	1323484	0.6453660760957814	0.5223214285714286	NA	0.4384397544662421	0.24173553719008264	484	4013.973214285714	899130	224	580268	117	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_com_only_result.451	MetaBinner 1.0 (B1)	Otu1784	1100806	0.9875292498279422	0.9863945578231292	NA	0.4236314118927404	0.1874595992243051	1547	1606.2074829931973	472225	294	466336	290	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_com_only_result.050	MetaBinner 1.0 (B1)	Otu2099	2628650	0.9685501386228428	0.9535256410256411	NA	0.41105928898864436	0.20176330959647337	2949	1787.8477564102564	1115617	624	1080531	595	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.248	MetaBinner 1.0 (B1)	Otu2314	3109057	0.7745195699610883	0.7458563535911602	NA	0.4028845402319739	0.18068257863038145	4483	1489.1795580110497	1617249	1086	1252591	810	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.117	MetaBinner 1.0 (B1)	Otu1788.0	2596418	0.9432182562261004	0.9429530201342282	NA	0.39776877220848106	0.19837627956230144	2833	1837.1593959731545	1094947	596	1032774	562	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.116	MetaBinner 1.0 (B1)	Otu1330	1645144	0.9178500900272986	0.9052631578947369	NA	0.38422472440102506	0.18067226890756302	1904	1812.3157894736842	688680	380	632105	344	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.063	MetaBinner 1.0 (B1)	Otu1146.0	2632266	0.6571615999678695	0.6223849372384938	NA	0.3729626869017037	0.17718880285884456	3358	1562.6621338912134	1493905	956	981737	595	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.079	MetaBinner 1.0 (B1)	Otu1739	3187242	0.5642744005495697	0.541029207232267	NA	0.3667308600978526	0.15713997172288427	4951	1440.5	2071439	1438	1168860	778	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output.270	MetaBinner 1.0 (B1)	Otu498	2266802	0.5797520458317534	0.531435349940688	NA	0.35950912342586605	0.177145116646896	2529	1667.453143534994	1405663	843	814936	448	marmgCAMI2_short_read_pooled_gold_standard_assembly
8	MetaBinner 1.0 (B1)	Otu797	3197903	0.9337791754270104	0.8625	NA	0.35637165980331487	0.20909090909090908	1320	3813.94375	1220462	320	1139642	276	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output_trans.039	MetaBinner 1.0 (B1)	Otu1233.0	3482013	0.9699106030472742	0.9753886010362695	NA	0.35168765883412845	0.1610350727117194	4676	1635.4546632124352	1262571	772	1224581	753	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_only_result.096	MetaBinner 1.0 (B1)	Otu961	6856152	0.7132499959872435	0.6989010989010989	NA	0.33054357604673873	0.15582506431459023	8163	1745.806043956044	3177367	1820	2266257	1272	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.077	MetaBinner 1.0 (B1)	Otu2326	2489538	0.5133761052780292	0.4894009216589862	NA	0.32549734127376245	0.13944327731092437	3808	1454.7917050691244	1578449	1085	810338	531	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.007	MetaBinner 1.0 (B1)	Otu612.0	3682452	0.9603969072291594	0.9288135593220339	NA	0.31845194451957554	0.2057057057057057	1332	4139.122033898305	1221041	295	1172684	274	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output_trans.339	MetaBinner 1.0 (B1)	Otu997	1643697	0.8689899946030374	0.8419689119170984	NA	0.31444785748224885	0.13163223977318753	2469	1540.8782383419689	594779	386	516857	325	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.112	MetaBinner 1.0 (B1)	Otu1153	1323484	0.8114508967786243	0.6558441558441559	NA	0.3071128929401489	0.20867768595041322	484	3252.6233766233768	500904	154	406459	101	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.150	MetaBinner 1.0 (B1)	Otu2217	5681710	0.9024124252739621	0.8635321100917431	NA	0.2975385931348133	0.17199634536317954	4378	2148.329128440367	1873343	872	1690528	753	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.041	MetaBinner 1.0 (B1)	Otu1433	5344500	0.8145271529117724	0.8012093726379441	NA	0.29366900551969316	0.12264260094874464	8643	1456.464096749811	1926902	1323	1569514	1060	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.083	MetaBinner 1.0 (B1)	Otu1907	1739491	0.7960091236687059	0.7938144329896907	NA	0.25118324843301865	0.10444218379111564	2949	1414.6958762886597	548902	388	436931	308	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.059	MetaBinner 1.0 (B1)	Otu1376	1510515	0.35791561809992606	0.3451910408432148	NA	0.2503609696030824	0.11022297013041649	2377	1392.0961791831357	1056601	759	378174	262	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_result_partial_seed.276	MetaBinner 1.0 (B1)	Otu472.1	4653058	0.6374250092794272	0.6175496688741722	NA	0.23805054654379978	0.13412441567781375	2781	2877.0115894039736	1737715	604	1107663	373	marmgCAMI2_short_read_pooled_gold_standard_assembly
31	MetaBinner 1.0 (B1)	Otu987	9329432	0.42896343209181237	0.08149509803921569	NA	0.2344703300265225	0.25430210325047803	523	3124.6593137254904	5099444	1632	2187475	133	marmgCAMI2_short_read_pooled_gold_standard_assembly
43	MetaBinner 1.0 (B1)	Otu1405	4298461	0.6187146653306417	0.6325536062378168	NA	0.23443460345458525	0.09824402058734484	6606	1587.438596491228	1628712	1026	1007708	649	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_com_only_result.164	MetaBinner 1.0 (B1)	Otu2247	1553877	0.911002546617839	0.8927038626609443	NA	0.22285097211684066	0.1108151305274374	1877	1631.381974248927	380112	233	346283	208	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_result.079	MetaBinner 1.0 (B1)	Otu1834.0	3728599	0.5887215145427649	0.40672782874617736	NA	0.21944542708937056	0.196309963099631	1355	2125.125382262997	1389832	654	818224	266	marmgCAMI2_short_read_pooled_gold_standard_assembly
10	MetaBinner 1.0 (B1)	Otu797	3197903	0.9422538948267011	0.9108910891089109	NA	0.2043332771506828	0.1393939393939394	1320	3433.089108910891	693484	202	653438	184	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_pb_partial_seed_length_weight_output.118	MetaBinner 1.0 (B1)	Otu2297	2210343	0.8566198628066323	0.8793969849246231	NA	0.19869993028231364	0.05989048596851471	2922	2576.4170854271356	512707	199	439195	175	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.209	MetaBinner 1.0 (B1)	Otu1501	3837882	0.7281436536891895	0.7586206896551724	NA	0.19292985037059504	0.07315045719035744	7218	1461.0488505747126	1016890	696	740442	528	marmgCAMI2_short_read_pooled_gold_standard_assembly
38	MetaBinner 1.0 (B1)	Otu133.1	2974388	0.1510495113775249	0.14748549323017407	NA	0.19026266916084922	0.09630565203662772	3167	1811.6794003868472	3746553	2068	565915	305	marmgCAMI2_short_read_pooled_gold_standard_assembly
42	MetaBinner 1.0 (B1)	Otu2232	2670108	0.1964597831250943	0.19262782401902498	NA	0.18383263897939708	0.07841239109390126	4132	1485.4286563614744	2498491	1682	490853	324	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_com_only_result.080	MetaBinner 1.0 (B1)	Otu1657	756993	0.22588359702281693	0.20157068062827224	NA	0.18341649130176899	0.07608695652173914	1012	1609.0968586387435	614675	382	138845	77	marmgCAMI2_short_read_pooled_gold_standard_assembly
37	MetaBinner 1.0 (B1)	Otu61.1	5422633	0.2868763881602421	0.26425505824647455	NA	0.1752608004266562	0.09903492647058823	4352	2031.169834457388	3312838	1631	950375	431	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.077	MetaBinner 1.0 (B1)	Otu867	3433181	0.5174342257035268	0.5100830367734283	NA	0.16986200261506748	0.06156930126002291	6984	1336.9347568208777	1127036	843	583167	430	marmgCAMI2_short_read_pooled_gold_standard_assembly
39	MetaBinner 1.0 (B1)	Otu814.0	2241404	0.18853369679067328	0.16533333333333333	NA	0.14021434779272277	0.06917069542580885	2689	1481.7368888888889	1666954	1125	314277	186	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.164	MetaBinner 1.0 (B1)	Otu2036	3543229	0.1918900381589456	0.20360970107163	NA	0.13928453396605187	0.05131485429992893	7035	1450.5775521714609	2571874	1773	493517	361	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.148	MetaBinner 1.0 (B1)	Otu1031	1834295	0.33223570028050625	0.2982456140350877	NA	0.13514620058387555	0.04896	3125	1454.485380116959	746151	513	247898	153	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.342	MetaBinner 1.0 (B1)	Otu608	1570805	0.9345278052785357	0.9292929292929293	NA	0.12319033871167968	0.04132973944294699	2226	2091.5656565656564	207065	99	193508	92	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_pb_partial_seed_length_weight_output.014	MetaBinner 1.0 (B1)	Otu961	6856152	0.6525654906372558	0.619105199516324	NA	0.12149118047557872	0.06272203846625016	8163	1543.4607013301088	1276442	827	832962	512	marmgCAMI2_short_read_pooled_gold_standard_assembly
41	MetaBinner 1.0 (B1)	Otu520.0	3937546	0.3021281703145897	0.16968011126564672	NA	0.12082576305140308	0.19395866454689983	629	2190.105702364395	1574686	719	475757	122	marmgCAMI2_short_read_pooled_gold_standard_assembly
28	MetaBinner 1.0 (B1)	Otu2217	5681710	0.22595355128162833	0.19787100814026298	NA	0.12055050328158248	0.07217907720420283	4378	1898.1214777708203	3031300	1597	684933	316	marmgCAMI2_short_read_pooled_gold_standard_assembly
27	MetaBinner 1.0 (B1)	Otu2217	5681710	0.2546001893684848	0.2052980132450331	NA	0.11869419593749064	0.06372772955687528	4378	1949.0831493745402	2648804	1359	674386	279	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_result.139	MetaBinner 1.0 (B1)	Otu1704	1537610	0.2209016332719272	0.1833976833976834	NA	0.11635590299230625	0.06180871828236825	1537	1563.5289575289576	809908	518	178910	95	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_sr_partial_seed_length_weight_output.326	MetaBinner 1.0 (B1)	Otu108.0	4358655	0.9130518350110106	0.8483412322274881	NA	0.11443713714437137	0.06686589465819948	2677	2589.0568720379147	546291	211	498792	179	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output.126	MetaBinner 1.0 (B1)	Otu2297	2210343	0.8725959191643073	0.8926553672316384	NA	0.11322405617589668	0.054072553045859	2922	1620.361581920904	286804	177	250264	158	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output.150	MetaBinner 1.0 (B1)	Otu1300	3071188	0.4513688137685381	0.4547169811320755	NA	0.10620450457607936	0.03730650154798762	6460	1363.4584905660377	722633	530	326174	241	marmgCAMI2_short_read_pooled_gold_standard_assembly
40	MetaBinner 1.0 (B1)	Otu1336	2191830	0.1357266647528521	0.15856031128404668	NA	0.10483431653002286	0.044474761255115965	3665	1646.842412451362	1692954	1028	229779	163	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.235	MetaBinner 1.0 (B1)	Otu340	1697120	0.7383683241570654	0.6788990825688074	NA	0.10067290468558499	0.11598746081504702	638	2122.880733944954	231394	109	170854	74	marmgCAMI2_short_read_pooled_gold_standard_assembly
26	MetaBinner 1.0 (B1)	Otu1834.0	3728599	0.13138398369508622	0.06578073089700996	NA	0.09474336071001467	0.07306273062730627	1355	1786.5514950166114	2688760	1505	353260	99	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.015	MetaBinner 1.0 (B1)	Otu961	6856152	0.4152736731827892	0.3876567020250723	NA	0.0916953124726523	0.04924660051451672	8163	1459.870781099325	1513886	1037	628677	402	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_sr_partial_seed_length_weight_output.011	MetaBinner 1.0 (B1)	Otu612.0	3682452	0.42577833404107907	0.289198606271777	NA	0.07760019682537614	0.06231231231231231	1332	2338.484320557491	671145	287	285759	83	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_seed_partial_ori_with_postprocess.548	MetaBinner 1.0 (B1)	Otu2217	5681710	0.38075436151362557	0.3227953410981697	NA	0.07654772946876909	0.04431247144814984	4378	1900.6056572379368	1142264	601	434922	194	marmgCAMI2_short_read_pooled_gold_standard_assembly
33	MetaBinner 1.0 (B1)	Otu1272	5620761	0.15314350222085182	0.1772079772079772	NA	0.0756401135006452	0.028970656730321377	10735	1581.8729344729345	2776187	1755	425155	311	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_sr_partial_seed_length_weight_output.004	MetaBinner 1.0 (B1)	Otu975	707112	0.3522820771819039	0.36283185840707965	NA	0.07447617916256548	0.027080581241743725	1514	1322.929203539823	149491	113	52663	41	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_pb_only_partial_seed_output.289	MetaBinner 1.0 (B1)	Otu2154	1298851	0.14698189212893611	0.14416475972540047	NA	0.07289904692686074	0.031080414405525406	2027	1474.1304347826087	644195	437	94685	63	marmgCAMI2_short_read_pooled_gold_standard_assembly
35	MetaBinner 1.0 (B1)	Otu1405	4298461	0.11837275134345637	0.1417058428475487	NA	0.07283513797147398	0.031940660006055104	6606	1776.2639355271995	2644857	1489	313079	211	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_only_result.108	MetaBinner 1.0 (B1)	Otu608	1570805	0.36352824323933386	0.3598130841121495	NA	0.07199747899962121	0.03459119496855346	2226	1453.7429906542056	311101	214	113094	77	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output_trans.068	MetaBinner 1.0 (B1)	Otu108.0	4358655	0.7176800221431242	0.625	NA	0.06781633324959191	0.04482629809488233	2677	2145.1354166666665	411866	192	295588	120	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_com_only_result.337	MetaBinner 1.0 (B1)	Otu2189	1756687	0.7066858689011085	0.463768115942029	NA	0.0645254390793579	0.10810810810810811	296	2324.608695652174	160398	69	113351	32	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_pb_partial_seed_length_weight_output.097	MetaBinner 1.0 (B1)	Otu1704	1537610	0.34573063457870445	0.30612244897959184	NA	0.06377559979448624	0.029277813923227064	1537	1929.5034013605443	283637	147	98062	45	marmgCAMI2_short_read_pooled_gold_standard_assembly
19	MetaBinner 1.0 (B1)	Otu136	4242890	0.7115198398598231	0.2857142857142857	NA	0.06182601952914169	0.05925925925925926	270	6583.517857142857	368677	56	262321	16	marmgCAMI2_short_read_pooled_gold_standard_assembly
18	MetaBinner 1.0 (B1)	Otu612.0	3682452	0.9212627219275287	0.7619047619047619	NA	0.060887691136232054	0.024024024024024024	1332	5794.738095238095	243379	42	224216	32	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_pb_only_partial_seed_output.039	MetaBinner 1.0 (B1)	Otu1405	4298461	0.3310526302382511	0.3160621761658031	NA	0.06046861888475899	0.027702089009990917	6606	1356.0241796200346	785138	579	259922	183	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_seed_partial_ori_with_postprocess.606	MetaBinner 1.0 (B1)	Otu133.1	2974388	0.31620035214564657	0.3418181818181818	NA	0.0579016590976026	0.02968108620145248	3167	1980.5854545454545	544661	275	172222	94	marmgCAMI2_short_read_pooled_gold_standard_assembly
29	MetaBinner 1.0 (B1)	Otu61.1	5422633	0.13800275176504637	0.11263073209975864	NA	0.055749301123642334	0.03216911764705882	4352	1762.3443282381336	2190594	1243	302308	140	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_result.136	MetaBinner 1.0 (B1)	Otu20	5251138	0.5894506172578621	0.012048192771084338	NA	0.053120104632557744	0.5	2	5701.469879518072	473222	83	278941	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
0	MetaBinner 1.0 (B1)	Otu1184	3543150	0.5442639988089226	0.016129032258064516	NA	0.05261871498525324	0.058823529411764705	17	5524.951612903225	342547	62	186436	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_pb_partial_seed_length_weight_output.282	MetaBinner 1.0 (B1)	Otu1336	2191830	0.4139490633423689	0.4294478527607362	NA	0.05002486506709006	0.019099590723055934	3665	1625.0184049079755	264878	163	109646	70	marmgCAMI2_short_read_pooled_gold_standard_assembly
32	MetaBinner 1.0 (B1)	Otu971.0	5039167	0.14746818186494912	0.15354330708661418	NA	0.04550871205498845	0.028926386055998517	5393	1530.5984251968505	1555088	1016	229326	156	marmgCAMI2_short_read_pooled_gold_standard_assembly
23	MetaBinner 1.0 (B1)	Otu1336	2191830	0.4390561757772539	0.47183098591549294	NA	0.04503679573689565	0.018281036834924966	3665	1583.3098591549297	224830	142	98713	67	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.361	MetaBinner 1.0 (B1)	Otu1560	2237297	0.5077571396494013	0.6944444444444444	NA	0.04346137325531657	0.01616031027795734	4641	1773.1574074074074	191501	108	97236	75	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.049	MetaBinner 1.0 (B1)	Otu1186	4351077	0.20596360300082237	0.20060331825037708	NA	0.042306996635545636	0.02094488188976378	6350	1348.0467571644042	893755	663	184081	133	marmgCAMI2_short_read_pooled_gold_standard_assembly
30	MetaBinner 1.0 (B1)	Otu2439	5849801	0.20279875934111186	0.20286659316427783	NA	0.04049488179170539	0.015293824287257916	12031	1287.8599779492833	1168089	907	236887	184	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_com_only_result.321	MetaBinner 1.0 (B1)	Otu133.1	2974388	0.8834610308359473	0.8709677419354839	NA	0.034657213517537054	0.017050836754025894	3167	1881.967741935484	116682	62	103084	54	marmgCAMI2_short_read_pooled_gold_standard_assembly
36	MetaBinner 1.0 (B1)	Otu61.1	5422633	0.10622619299695589	0.089666951323655	NA	0.03441538455580527	0.02412683823529412	4352	1500.2869342442357	1756836	1171	186622	105	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_result.335	MetaBinner 1.0 (B1)	Otu108.0	4358655	0.36308326263483215	0.23943661971830985	NA	0.03436610605794677	0.01270078446021666	2677	2905.281690140845	412550	142	149790	34	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output.131	MetaBinner 1.0 (B1)	Otu1631	4594121	0.7004073060523134	0.868421052631579	NA	0.03353786284688627	0.014213926776740847	6965	1929.6666666666667	219982	114	154077	99	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_result.242	MetaBinner 1.0 (B1)	Otu2468.0	4630256	0.46304315320434225	0.30303030303030304	NA	0.03344026766554592	0.028089887640449437	1068	3377.6767676767677	334390	99	154837	30	marmgCAMI2_short_read_pooled_gold_standard_assembly
34	MetaBinner 1.0 (B1)	Otu971.0	5039167	0.1354121253065938	0.13897280966767372	NA	0.03229779842581125	0.017059150750973483	5393	1815.583081570997	1201916	662	162754	92	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.185	MetaBinner 1.0 (B1)	Otu2415.1	2715916	0.17982580253181413	0.1724137931034483	NA	0.03182167636996137	0.02009646302250804	2488	1657.2551724137932	480604	290	86425	50	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output_trans.160	MetaBinner 1.0 (B1)	Otu1631	4594121	0.4239957062537944	0.4247787610619469	NA	0.031467608275881284	0.013783201722900216	6965	1508.6769911504425	340961	226	144566	96	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_sr_partial_seed_length_weight_output.084	MetaBinner 1.0 (B1)	Otu805	5931177	0.6566686847822216	0.5669291338582677	NA	0.031087590203428425	0.049723756906077346	1448	2210.9448818897636	280790	127	184386	72	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_seed_partial_ori_with_postprocess.575	MetaBinner 1.0 (B1)	Otu1737	4020615	0.1618215737224332	0.16637478108581435	NA	0.030204085693357856	0.010216152274438112	9299	1314.2732049036777	750450	571	121439	95	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_result_partial_seed.090	MetaBinner 1.0 (B1)	Otu873.0	3386562	0.7718225319957969	0.6976744186046512	NA	0.030148274267531496	0.014970059880239521	2004	3076.3488372093025	132283	43	102099	30	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_only_result.279	MetaBinner 1.0 (B1)	Otu1433	5344500	0.5510603000577035	0.5911602209944752	NA	0.02858976517915614	0.012379960661807243	8643	1531.9337016574586	277280	181	152798	107	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_seed_partial_ori_with_postprocess.592	MetaBinner 1.0 (B1)	Otu1977.0	3895702	0.19353394613533317	0.20748299319727892	NA	0.026855236873867663	0.012165935380933387	5014	1838.6972789115646	540577	294	104620	61	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_only_result.183	MetaBinner 1.0 (B1)	Otu61.1	5422633	0.7627698251060626	0.6712328767123288	NA	0.024104341931309014	0.011259191176470588	4352	2347.4109589041095	171361	73	130709	49	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_pb_partial_seed_length_weight_output.024	MetaBinner 1.0 (B1)	Otu2217	5681710	0.12413788699877495	0.09577464788732394	NA	0.02395247205506793	0.015532206486980357	4378	1544.069014084507	1096289	710	136091	68	marmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_seed_partial_ori_with_postprocess.605	MetaBinner 1.0 (B1)	Otu1862	2700304	0.11091195395811777	0.11555555555555555	NA	0.023579937666277574	0.007573550830177687	6866	1275.7466666666667	574086	450	63673	52	marmgCAMI2_short_read_pooled_gold_standard_assembly
