BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
10	1013.0	1013.0	1.0	SP108_S87	1013.0	1.0	1.0	1.0	1934373.0	517.0	0.000523683901708719	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
52	1110.0	1110.0	1.0	SP108_S87	1110.0	1.0	1.0	1.0	1934373.0	517.0	0.0005738293493550623	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
54	3177.0	3177.0	1.0	SP108_S87	3177.0	1.0	1.0	1.0	1934373.0	517.0	0.0016423926512621919	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
98	111298.0	4122.148148148148	27.0	SP108_S87	111298.0	27.0	1.0	1.0	1934373.0	517.0	0.05753699002208985	0.05222437137330754	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
99	73028.0	4868.533333333334	15.0	SP108_S87	73028.0	15.0	1.0	1.0	1934373.0	517.0	0.03775280155378513	0.029013539651837523	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
100	856851.0	85685.1	10.0	MIKI-NS09	856851.0	10.0	1.0	1.0	2039640.0	22.0	0.42009913514149555	0.45454545454545453	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
102	260648.0	5666.260869565217	46.0	SP108_S87	260648.0	46.0	1.0	1.0	1934373.0	517.0	0.1347454704961246	0.08897485493230174	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
105	1078.0	1078.0	1.0	SP108_S87	1078.0	1.0	1.0	1.0	1934373.0	517.0	0.000557286521265547	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
106	143132.0	6223.130434782609	23.0	SP108_S87	143132.0	23.0	1.0	1.0	1934373.0	517.0	0.07399400219089079	0.04448742746615087	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
107	73922.0	4106.777777777777	18.0	SP108_S87	73922.0	18.0	1.0	1.0	1934373.0	517.0	0.038214966813535964	0.03481624758220503	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
108	187596.0	4689.9	40.0	SP108_S87	187596.0	40.0	1.0	1.0	1934373.0	517.0	0.09698026182127233	0.07736943907156674	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
109	2073.0	1036.5	2.0	SP108_S87	2073.0	2.0	1.0	1.0	1934373.0	517.0	0.0010716650821739138	0.0038684719535783366	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
110	8448.0	1408.0	6.0	SP108_S87	8448.0	6.0	1.0	1.0	1934373.0	517.0	0.004367306615632042	0.01160541586073501	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
174	1010.0	1010.0	1.0	SP108_S87	1010.0	1.0	1.0	1.0	1934373.0	517.0	0.000522133011575327	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
189	2635.0	2635.0	1.0	SP108_S87	2635.0	1.0	1.0	1.0	1934373.0	517.0	0.0013621985004960264	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
195	9610.0	1372.857142857143	7.0	SP108_S87	9610.0	7.0	1.0	1.0	1934373.0	517.0	0.004968018060632567	0.013539651837524178	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
232	1090.0	1090.0	1.0	SP108_S87	1090.0	1.0	1.0	1.0	1934373.0	517.0	0.0005634900817991153	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
279	1595.0	1595.0	1.0	SP108_S87	1595.0	1.0	1.0	1.0	1934373.0	517.0	0.0008245565875867788	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
281	3026.0	1513.0	2.0	SP108_S87	3026.0	2.0	1.0	1.0	1934373.0	517.0	0.0015643311812147916	0.0038684719535783366	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
291	5090.0	1696.6666666666667	3.0	SP108_S87	5090.0	3.0	1.0	1.0	1934373.0	517.0	0.002631343592988529	0.005802707930367505	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
298	15515.0	1193.4615384615386	13.0	SP108_S87	15515.0	13.0	1.0	1.0	1934373.0	517.0	0.008020686806525939	0.025145067698259187	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
302	308622.0	2884.3177570093458	107.0	SP108_S87	307403.0	106.0	0.9960501843679322	0.9906542056074766	1934373.0	517.0	0.15891609322503986	0.20502901353965183	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
303	1228.0	1228.0	1.0	SP108_S87	1228.0	1.0	1.0	1.0	1934373.0	517.0	0.00063483102793515	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
306	290281.0	12095.041666666666	24.0	MIKI-NS03	290281.0	24.0	1.0	1.0	4487888.0	151.0	0.06468098134356294	0.15894039735099338	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
310	451457.0	5573.543209876543	81.0	MIKI-NS20	451457.0	81.0	1.0	1.0	5362682.0	208.0	0.0841849283623381	0.3894230769230769	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
312	225796.0	56449.0	4.0	MIKI-NS14	225796.0	4.0	1.0	1.0	5248865.0	43.0	0.04301806200007049	0.09302325581395349	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
313	1336.0	1336.0	1.0	SP108_S87	1336.0	1.0	1.0	1.0	1934373.0	517.0	0.0006906630727372642	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
315	208727.0	8027.961538461538	26.0	MIKI-NS10	208727.0	26.0	1.0	1.0	2092134.0	100.0	0.09976751011168501	0.26	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
320	1330.0	1330.0	1.0	SP108_S87	1330.0	1.0	1.0	1.0	1934373.0	517.0	0.0006875612924704801	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
322	7895.0	2631.6666666666665	3.0	spades_And8457_S3_L001	5308.0	1.0	0.672324255858138	0.3333333333333333	4927240.0	82.0	0.0010772765280359796	0.012195121951219513	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
324	1124.0	1124.0	1.0	SP108_S87	1124.0	1.0	1.0	1.0	1934373.0	517.0	0.0005810668366442252	0.0019342359767891683	NA	MetaBinner 1.0 (B4)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_28	70103.0	70103.0	1.0	MIKI-NS03	70103.0	1.0	1.0	1.0	4487888.0	151.0	0.015620487855311897	0.006622516556291391	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_32	6702.0	6702.0	1.0	SP108_S87	6702.0	1.0	1.0	1.0	1934373.0	517.0	0.003464688557997863	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_44	5468.0	5468.0	1.0	SP108_S87	5468.0	1.0	1.0	1.0	1934373.0	517.0	0.0028267557497959287	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_45	4077172.0	509646.5	8.0	spades_ESBL6643_S3_L001	4077172.0	8.0	1.0	1.0	5120124.0	22.0	0.7963033707777389	0.36363636363636365	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_64	10529.0	5264.5	2.0	SP108_S87	10529.0	2.0	1.0	1.0	1934373.0	517.0	0.005443107404828335	0.0038684719535783366	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_66	664095.0	20752.96875	32.0	MIKI-NS20	664095.0	32.0	1.0	1.0	5362682.0	208.0	0.12383635650967184	0.15384615384615385	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_68	15176.0	15176.0	1.0	SP21_S92	15176.0	1.0	1.0	1.0	1689680.0	13.0	0.008981582311443586	0.07692307692307693	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_85	1824085.0	130291.78571428571	14.0	MIKI-NS06	1824085.0	14.0	1.0	1.0	1964616.0	31.0	0.9284689730715824	0.45161290322580644	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_92	2363122.0	393853.6666666667	6.0	MIKI-NS08	2363122.0	6.0	1.0	1.0	2548574.0	10.0	0.927233033060841	0.6	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_95	26295.0	26295.0	1.0	spades_And8457_S3_L001	26295.0	1.0	1.0	1.0	4927240.0	82.0	0.005336659062680121	0.012195121951219513	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_96	1046608.0	130826.0	8.0	spades_And8457_S3_L001	1046608.0	8.0	1.0	1.0	4927240.0	82.0	0.21241262857096468	0.0975609756097561	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_120	4415.0	4415.0	1.0	SP108_S87	4415.0	1.0	1.0	1.0	1934373.0	517.0	0.0022823933129753156	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_144	16376.0	16376.0	1.0	SP108_S87	16376.0	1.0	1.0	1.0	1934373.0	517.0	0.00846579227480946	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_150	5980.0	5980.0	1.0	SP108_S87	5980.0	1.0	1.0	1.0	1934373.0	517.0	0.0030914409992281737	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_190	19949.0	6649.666666666667	3.0	MIKI-NS15	15339.0	2.0	0.768910722341972	0.6666666666666666	6804298.0	96.0	0.002254310437314768	0.020833333333333332	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_192	3255.0	3255.0	1.0	SP108_S87	3255.0	1.0	1.0	1.0	1934373.0	517.0	0.0016827157947303854	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_193	5308.0	5308.0	1.0	spades_And8457_S3_L001	5308.0	1.0	1.0	1.0	4927240.0	82.0	0.0010772765280359796	0.012195121951219513	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_238	4944.0	4944.0	1.0	SP108_S87	4944.0	1.0	1.0	1.0	1934373.0	517.0	0.0025558669398301156	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_250	7923.0	7923.0	1.0	SP108_S87	7923.0	1.0	1.0	1.0	1934373.0	517.0	0.004095900842288431	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_255	10552.0	10552.0	1.0	MIKI-NS12	10552.0	1.0	1.0	1.0	2251851.0	72.0	0.004685922825266859	0.013888888888888888	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_277	527165.0	105433.0	5.0	MIKI-NS20	527165.0	5.0	1.0	1.0	5362682.0	208.0	0.09830249117885416	0.02403846153846154	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_296	129336.0	129336.0	1.0	SP21_S92	129336.0	1.0	1.0	1.0	1689680.0	13.0	0.07654467118034183	0.07692307692307693	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_297	555867.0	555867.0	1.0	SP21_S92	555867.0	1.0	1.0	1.0	1689680.0	13.0	0.32897767624638985	0.07692307692307693	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_302	8074.0	8074.0	1.0	SP108_S87	8074.0	1.0	1.0	1.0	1934373.0	517.0	0.0041739623123358315	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_311	5429.0	5429.0	1.0	spades_And8457_S3_L001	5429.0	1.0	1.0	1.0	4927240.0	82.0	0.0011018338867195428	0.012195121951219513	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_318	3432.0	3432.0	1.0	SP108_S87	3432.0	1.0	1.0	1.0	1934373.0	517.0	0.001774218312600517	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_338	213896.0	213896.0	1.0	SP21_S92	213896.0	1.0	1.0	1.0	1689680.0	13.0	0.12658965011126366	0.07692307692307693	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_346	6320.0	6320.0	1.0	SP108_S87	6320.0	1.0	1.0	1.0	1934373.0	517.0	0.0032672085476792736	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_359	8439.0	8439.0	1.0	SP108_S87	8439.0	1.0	1.0	1.0	1934373.0	517.0	0.004362653945231866	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_364	4836.0	4836.0	1.0	MIKI-NS20	4836.0	1.0	1.0	1.0	5362682.0	208.0	0.0009017875756944007	0.004807692307692308	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_383	394632.0	197316.0	2.0	MIKI-NS09	394632.0	2.0	1.0	1.0	2039640.0	22.0	0.19348120256515855	0.09090909090909091	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_390	5440.0	5440.0	1.0	SP108_S87	5440.0	1.0	1.0	1.0	1934373.0	517.0	0.0028122807752176027	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_400	3683697.0	53386.913043478264	69.0	MIKI-NS20	3683697.0	69.0	1.0	1.0	5362682.0	208.0	0.6869131900791432	0.3317307692307692	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_407	6866.0	6866.0	1.0	SP108_S87	6866.0	1.0	1.0	1.0	1934373.0	517.0	0.0035494705519566287	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_427	12980.0	12980.0	1.0	MIKI-NS15	12980.0	1.0	1.0	1.0	6804298.0	96.0	0.0019076178027476163	0.010416666666666666	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_430	456751.0	65250.142857142855	7.0	MIKI-NS13	456751.0	7.0	1.0	1.0	7206672.0	26.0	0.06337890776769083	0.2692307692307692	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_468	7369.0	7369.0	1.0	SP108_S87	7369.0	1.0	1.0	1.0	1934373.0	517.0	0.0038095031309886974	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_502	9126.0	9126.0	1.0	SP108_S87	9126.0	1.0	1.0	1.0	1934373.0	517.0	0.004717807785778648	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_545	36683.0	36683.0	1.0	SP21_S92	36683.0	1.0	1.0	1.0	1689680.0	13.0	0.021710027934283414	0.07692307692307693	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_546	8114.0	8114.0	1.0	SP108_S87	8114.0	1.0	1.0	1.0	1934373.0	517.0	0.004194640847447726	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_555	4080.0	4080.0	1.0	SP108_S87	4080.0	1.0	1.0	1.0	1934373.0	517.0	0.002109210581413202	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_558	524782.0	87463.66666666667	6.0	spades_And8457_S3_L001	524782.0	6.0	1.0	1.0	4927240.0	82.0	0.1065062793775014	0.07317073170731707	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_561	3776.0	3776.0	1.0	SP108_S87	3776.0	1.0	1.0	1.0	1934373.0	517.0	0.0019520537145628067	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_568	7056.0	7056.0	1.0	SP108_S87	7056.0	1.0	1.0	1.0	1934373.0	517.0	0.003647693593738126	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_573	14845.0	4948.333333333333	3.0	SP108_S87	14845.0	3.0	1.0	1.0	1934373.0	517.0	0.007674321343401712	0.005802707930367505	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_576	8673.0	4336.5	2.0	SP108_S87	8673.0	2.0	1.0	1.0	1934373.0	517.0	0.004483623375636446	0.0038684719535783366	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bin_0	37318125.0	51615.66390041494	723.0	MIKI-NS13	6742021.0	16.0	0.18066344437187024	0.022130013831258646	7206672.0	26.0	0.9355248858280216	0.6153846153846154	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_593	5466.0	5466.0	1.0	SP108_S87	5466.0	1.0	1.0	1.0	1934373.0	517.0	0.002825721823040334	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_596	6266.0	6266.0	1.0	SP108_S87	6266.0	1.0	1.0	1.0	1934373.0	517.0	0.0032392925252782167	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_597	8624.0	8624.0	1.0	spades_And8457_S3_L001	8624.0	1.0	1.0	1.0	4927240.0	82.0	0.0017502699279921417	0.012195121951219513	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_598	3055.0	3055.0	1.0	SP108_S87	3055.0	1.0	1.0	1.0	1934373.0	517.0	0.0015793231191709148	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_604	3033.0	3033.0	1.0	SP108_S87	3033.0	1.0	1.0	1.0	1934373.0	517.0	0.001567949924859373	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_608	3122.0	3122.0	1.0	SP108_S87	3122.0	1.0	1.0	1.0	1934373.0	517.0	0.0016139596654833376	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_617	56807.0	56807.0	1.0	MIKI-NS10	56807.0	1.0	1.0	1.0	2092134.0	100.0	0.02715265848172249	0.01	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_625	51302.0	25651.0	2.0	spades_And8457_S3_L001	51302.0	2.0	1.0	1.0	4927240.0	82.0	0.010411914175075702	0.024390243902439025	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_626	12847.0	12847.0	1.0	MIKI-NS03	12847.0	1.0	1.0	1.0	4487888.0	151.0	0.0028625937189163367	0.006622516556291391	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_633	17615.0	17615.0	1.0	MIKI-NS09	17615.0	1.0	1.0	1.0	2039640.0	22.0	0.008636327979447354	0.045454545454545456	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_640	106614.0	13326.75	8.0	MIKI-NS20	106614.0	8.0	1.0	1.0	5362682.0	208.0	0.01988072386167966	0.038461538461538464	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_664	11038.0	11038.0	1.0	SP108_S87	11038.0	1.0	1.0	1.0	1934373.0	517.0	0.005706241764127188	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_681	987909.0	70564.92857142857	14.0	spades_And8457_S3_L001	987909.0	14.0	1.0	1.0	4927240.0	82.0	0.20049946826215082	0.17073170731707318	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_686	334464.0	167232.0	2.0	MIKI-NS12	334464.0	2.0	1.0	1.0	2251851.0	72.0	0.14852847723939105	0.027777777777777776	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_687	4968.0	4968.0	1.0	SP108_S87	4968.0	1.0	1.0	1.0	1934373.0	517.0	0.002568274060897252	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_691	15176.0	5058.666666666667	3.0	SP108_S87	15176.0	3.0	1.0	1.0	1934373.0	517.0	0.007845436221452637	0.005802707930367505	NA	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Autometa cami2-03e0d77 (C1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_3	5980.0	5980.0	1.0	SP108_S87	5980.0	1.0	1.0	1.0	1934373.0	517.0	0.0030914409992281737	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_16	3727.0	3727.0	1.0	SP108_S87	3727.0	1.0	1.0	1.0	1934373.0	517.0	0.0019267225090507363	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_17	26295.0	26295.0	1.0	spades_And8457_S3_L001	26295.0	1.0	1.0	1.0	4927240.0	82.0	0.005336659062680121	0.012195121951219513	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_36	8641.0	4320.5	2.0	SP108_S87	8641.0	2.0	1.0	1.0	1934373.0	517.0	0.004467080547546931	0.0038684719535783366	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_53	8673.0	4336.5	2.0	SP108_S87	8673.0	2.0	1.0	1.0	1934373.0	517.0	0.004483623375636446	0.0038684719535783366	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_64	1824085.0	130291.78571428571	14.0	MIKI-NS06	1824085.0	14.0	1.0	1.0	1964616.0	31.0	0.9284689730715824	0.45161290322580644	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_67	3255.0	3255.0	1.0	SP108_S87	3255.0	1.0	1.0	1.0	1934373.0	517.0	0.0016827157947303854	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bin_0	40015677.0	49402.07037037037	810.0	MIKI-NS15	6750760.0	77.0	0.16870288112331575	0.09506172839506173	6804298.0	96.0	0.9921317379103619	0.8020833333333334	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_117	15339.0	7669.5	2.0	MIKI-NS15	15339.0	2.0	1.0	1.0	6804298.0	96.0	0.002254310437314768	0.020833333333333332	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_154	8439.0	8439.0	1.0	SP108_S87	8439.0	1.0	1.0	1.0	1934373.0	517.0	0.004362653945231866	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_199	8074.0	8074.0	1.0	SP108_S87	8074.0	1.0	1.0	1.0	1934373.0	517.0	0.0041739623123358315	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_213	555867.0	555867.0	1.0	SP21_S92	555867.0	1.0	1.0	1.0	1689680.0	13.0	0.32897767624638985	0.07692307692307693	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_215	3122.0	3122.0	1.0	SP108_S87	3122.0	1.0	1.0	1.0	1934373.0	517.0	0.0016139596654833376	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_264	524782.0	87463.66666666667	6.0	spades_And8457_S3_L001	524782.0	6.0	1.0	1.0	4927240.0	82.0	0.1065062793775014	0.07317073170731707	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_278	51302.0	25651.0	2.0	spades_And8457_S3_L001	51302.0	2.0	1.0	1.0	4927240.0	82.0	0.010411914175075702	0.024390243902439025	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_300	4077172.0	509646.5	8.0	spades_ESBL6643_S3_L001	4077172.0	8.0	1.0	1.0	5120124.0	22.0	0.7963033707777389	0.36363636363636365	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_308	10512.0	10512.0	1.0	SP108_S87	10512.0	1.0	1.0	1.0	1934373.0	517.0	0.00543431902740578	0.0019342359767891683	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
bbin_310	70103.0	70103.0	1.0	MIKI-NS03	70103.0	1.0	1.0	1.0	4487888.0	151.0	0.015620487855311897	0.006622516556291391	NA	Autometa cami2-03e0d77 (C2)	strmgCAMI2_short_read_pooled_gold_standard_assembly
