BINID	Tool	genome_id	length_gs	precision_bp	precision_seq	rank	recall_bp	recall_seq	seq_counts_gs	seq_length_mean	total_length	total_seq_counts	tp_length	tp_seq_counts	sample_id
kmeans_seed_partial_ori_with_postprocess.024	MetaBinner 1.0 (B3)	MIKI-NS14	5248865	1.0	1.0	NA	0.9557580543603236	0.8837209302325582	43	132016.97368421053	5016645	38	5016645	38	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_com_only_result.194	MetaBinner 1.0 (B3)	MIKI-NS10	2092134	1.0	1.0	NA	0.8976150667213477	0.73	100	25725.08219178082	1877931	73	1877931	73	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_result.041	MetaBinner 1.0 (B3)	MIKI-NS20	5362682	1.0	1.0	NA	0.8337384167101461	0.5432692307692307	208	39567.02654867257	4471074	113	4471074	113	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_seed_partial_ori_with_postprocess.094	MetaBinner 1.0 (B3)	MIKI-NS09	2039640	1.0	1.0	NA	0.7357406208938833	0.4090909090909091	22	166738.44444444444	1500646	9	1500646	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
315	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.47290207214430724	0.4874274661508704	517	3630.035714285714	914769	252	914769	252	strmgCAMI2_short_read_pooled_gold_standard_assembly
226	MetaBinner 1.0 (B3)	MIKI-NS09	2039640	1.0	1.0	NA	0.21460846031652644	0.2727272727272727	22	72954.0	437724	6	437724	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
209	MetaBinner 1.0 (B3)	MIKI-NS20	5362682	1.0	1.0	NA	0.16523914712824664	0.4519230769230769	208	9426.86170212766	886125	94	886125	94	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_result.140	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.1358372971500326	0.10251450676982592	517	4957.735849056604	262760	53	262760	53	strmgCAMI2_short_read_pooled_gold_standard_assembly
196	MetaBinner 1.0 (B3)	MIKI-NS10	2092134	1.0	1.0	NA	0.09976751011168501	0.26	100	8027.961538461538	208727	26	208727	26	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.004	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.06452995363355464	0.05415860735009671	517	4458.035714285715	124825	28	124825	28	strmgCAMI2_short_read_pooled_gold_standard_assembly
152	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.05077769385738945	0.03288201160541586	517	5777.823529411765	98223	17	98223	17	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.405	MetaBinner 1.0 (B3)	MIKI-NS09	2039640	1.0	1.0	NA	0.04696269929987645	0.2727272727272727	22	15964.5	95787	6	95787	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
100	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.04511022434659706	0.05029013539651837	517	3356.153846153846	87260	26	87260	26	strmgCAMI2_short_read_pooled_gold_standard_assembly
265	MetaBinner 1.0 (B3)	MIKI-NS14	5248865	1.0	1.0	NA	0.043197910405392406	0.09302325581395349	43	56685.0	226740	4	226740	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output_trans.382	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.038883400461027944	0.029013539651837523	517	5014.333333333333	75215	15	75215	15	strmgCAMI2_short_read_pooled_gold_standard_assembly
218	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.03058768913751381	0.03868471953578337	517	2958.4	59168	20	59168	20	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.361	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.028447460753432765	0.030947775628626693	517	3439.25	55028	16	55028	16	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_result.010	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.023652625424362313	0.029013539651837523	517	3050.2	45753	15	45753	15	strmgCAMI2_short_read_pooled_gold_standard_assembly
158	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.013239432105390221	0.009671179883945842	517	5122.0	25610	5	25610	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.082	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.012009576229610318	0.015473887814313346	517	2903.875	23231	8	23231	8	strmgCAMI2_short_read_pooled_gold_standard_assembly
157	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.008869540672869193	0.005802707930367505	517	5719.0	17157	3	17157	3	strmgCAMI2_short_read_pooled_gold_standard_assembly
154	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.008732028414375098	0.007736943907156673	517	4222.75	16891	4	16891	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_seed_partial_ori_with_postprocess.174	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.008525760026633954	0.013539651837524178	517	2356.0	16492	7	16492	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_result_partial_seed.168	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.006097066077741986	0.009671179883945842	517	2358.8	11794	5	11794	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.111	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.005425530649983225	0.007736943907156673	517	2623.75	10495	4	10495	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_result.036	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0039780331921506346	0.0019342359767891683	517	7695.0	7695	1	7695	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
269	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0038343173731229707	0.007736943907156673	517	1854.25	7417	4	7417	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_result.054	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0036337355825375975	0.009671179883945842	517	1405.8	7029	5	7029	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.137	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.003435738608841211	0.0019342359767891683	517	6646.0	6646	1	6646	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.320	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0032754799617240316	0.0038684719535783366	517	3168.0	6336	2	6336	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.229	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.002825721823040334	0.0019342359767891683	517	5466.0	5466	1	5466	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.282	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.002825721823040334	0.0038684719535783366	517	2733.0	5466	2	5466	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
153	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.002771957631749409	0.0038684719535783366	517	2681.0	5362	2	5362	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
322	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0021593560290595454	0.0019342359767891683	517	4177.0	4177	1	4177	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
227	MetaBinner 1.0 (B3)	MIKI-NS08	2548574	0.09097996284501061	0.09090909090909091	NA	0.002152183927168683	0.1	10	5480.727272727273	60288	11	5485	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
87	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.002016674136787476	0.0019342359767891683	517	3901.0	3901	1	3901	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.038	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0018486610390033359	0.0038684719535783366	517	1788.0	3576	2	3576	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
37	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.001563297254459197	0.0019342359767891683	517	3024.0	3024	1	3024	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.101	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0015374490855693292	0.0038684719535783366	517	1487.0	2974	2	2974	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
250	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.001377707401829947	0.0038684719535783366	517	1332.5	2665	2	2665	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.305	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0011311158706206093	0.0019342359767891683	517	2188.0	2188	1	2188	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output_trans.330	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0011249123100870412	0.0019342359767891683	517	2176.0	2176	1	2176	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
193	MetaBinner 1.0 (B3)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.0010772765280359796	0.012195121951219513	82	5308.0	5308	1	5308	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
212	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0010742498990629005	0.0019342359767891683	517	2078.0	2078	1	2078	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
155	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0010349606823503016	0.0019342359767891683	517	2002.0	2002	1	2002	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.108	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0007816486272295985	0.0019342359767891683	517	1512.0	1512	1	1512	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output_trans.213	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0006911800361150616	0.0019342359767891683	517	1337.0	1337	1	1337	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output_trans.357	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0006255256871347977	0.0019342359767891683	517	1210.0	1210	1	1210	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output.076	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.000601228408378322	0.0019342359767891683	517	1163.0	1163	1	1163	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
276	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0005991605548671327	0.0019342359767891683	517	1159.0	1159	1	1159	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
150	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0005846855802888067	0.0019342359767891683	517	1131.0	1131	1	1131	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_bacar_marker_seed_length_weight_output.052	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.000523683901708719	0.0019342359767891683	517	1013.0	1013	1	1013	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
208	MetaBinner 1.0 (B3)	SP108_S87	1934373	1.0	1.0	NA	0.0005164464144195561	0.0019342359767891683	517	999.0	999	1	999	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
170	MetaBinner 1.0 (B3)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.0004874940128753623	0.012195121951219513	82	2402.0	2402	1	2402	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_only_result.006	MetaBinner 1.0 (B3)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.00045867463326324675	0.012195121951219513	82	2260.0	2260	1	2260	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.265	MetaBinner 1.0 (B3)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.00045826872650814657	0.012195121951219513	82	2258.0	2258	1	2258	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.203	MetaBinner 1.0 (B3)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.0002474001672335831	0.012195121951219513	82	1219.0	1219	1	1219	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
251	MetaBinner 1.0 (B3)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.0002145217200704654	0.012195121951219513	82	1057.0	1057	1	1057	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_only_result.421	MetaBinner 1.0 (B4)	SP21_S92	1689680	1.0	1.0	NA	1.0	1.0	13	129975.38461538461	1689680	13	1689680	13	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.364	MetaBinner 1.0 (B4)	spades_ESBL6643_S3_L001	5120124	1.0	1.0	NA	0.9997425843592851	0.9545454545454546	22	243752.66666666666	5118806	21	5118806	21	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_result.286	MetaBinner 1.0 (B4)	MIKI-NS13	7206672	1.0	1.0	NA	0.999239316011607	0.9615384615384616	26	288047.6	7201190	25	7201190	25	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.294	MetaBinner 1.0 (B4)	MIKI-NS15	6804298	0.9920243450007376	0.9693877551020408	NA	0.9991949206222303	0.9895833333333334	96	69933.47959183673	6853481	98	6798820	95	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_result.072	MetaBinner 1.0 (B4)	MIKI-NS02	2999760	1.0	1.0	NA	0.9981718537482999	0.9767441860465116	43	71292.28571428571	2994276	42	2994276	42	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_sr_partial_seed_length_weight_output.253	MetaBinner 1.0 (B4)	MIKI-NS08	2548574	1.0	1.0	NA	0.9978478160728314	0.9	10	282565.44444444444	2543089	9	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_result.062	MetaBinner 1.0 (B4)	MIKI-NS12	2251851	1.0	1.0	NA	0.9975664464478333	0.9861111111111112	72	31639.028169014084	2246371	71	2246371	71	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_result.191	MetaBinner 1.0 (B4)	MIKI-NS06	1964616	1.0	1.0	NA	0.9972106508345652	0.967741935483871	31	65304.53333333333	1959136	30	1959136	30	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_only_result.008	MetaBinner 1.0 (B4)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.9970563642120133	0.926829268292683	82	64641.26315789474	4912736	76	4912736	76	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_result_partial_seed.090	MetaBinner 1.0 (B4)	MIKI-NS14	5248865	1.0	1.0	NA	0.9559379027656455	0.8837209302325582	43	132041.81578947368	5017589	38	5017589	38	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.299	MetaBinner 1.0 (B4)	MIKI-NS03	4487888	1.0	1.0	NA	0.9219189516315915	0.8145695364238411	151	33637.9593495935	4137469	123	4137469	123	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_result.043	MetaBinner 1.0 (B4)	MIKI-NS20	5362682	1.0	1.0	NA	0.9147926354760547	0.6057692307692307	208	38934.46031746032	4905742	126	4905742	126	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_com_only_result.194	MetaBinner 1.0 (B4)	MIKI-NS10	2092134	1.0	1.0	NA	0.8976150667213477	0.73	100	25725.08219178082	1877931	73	1877931	73	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.325	MetaBinner 1.0 (B4)	MIKI-NS09	2039640	1.0	1.0	NA	0.5302499460689141	0.22727272727272727	22	216303.8	1081519	5	1081519	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
100	MetaBinner 1.0 (B4)	MIKI-NS09	2039640	1.0	1.0	NA	0.42009913514149555	0.45454545454545453	22	85685.1	856851	10	856851	10	strmgCAMI2_short_read_pooled_gold_standard_assembly
302	MetaBinner 1.0 (B4)	SP108_S87	1934373	0.9960501843679322	0.9906542056074766	NA	0.15891609322503986	0.20502901353965183	517	2884.3177570093458	308622	107	307403	106	strmgCAMI2_short_read_pooled_gold_standard_assembly
102	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.1347454704961246	0.08897485493230174	517	5666.260869565217	260648	46	260648	46	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_sr_partial_seed_length_weight_output.140	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.12234093424587708	0.09284332688588008	517	4930.270833333333	236653	48	236653	48	strmgCAMI2_short_read_pooled_gold_standard_assembly
315	MetaBinner 1.0 (B4)	MIKI-NS10	2092134	1.0	1.0	NA	0.09976751011168501	0.26	100	8027.961538461538	208727	26	208727	26	strmgCAMI2_short_read_pooled_gold_standard_assembly
108	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.09698026182127233	0.07736943907156674	517	4689.9	187596	40	187596	40	strmgCAMI2_short_read_pooled_gold_standard_assembly
310	MetaBinner 1.0 (B4)	MIKI-NS20	5362682	1.0	1.0	NA	0.0841849283623381	0.3894230769230769	208	5573.543209876543	451457	81	451457	81	strmgCAMI2_short_read_pooled_gold_standard_assembly
106	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.07399400219089079	0.04448742746615087	517	6223.130434782609	143132	23	143132	23	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.004	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.06564814541973032	0.048355899419729204	517	5079.52	126988	25	126988	25	strmgCAMI2_short_read_pooled_gold_standard_assembly
306	MetaBinner 1.0 (B4)	MIKI-NS03	4487888	1.0	1.0	NA	0.06468098134356294	0.15894039735099338	151	12095.041666666666	290281	24	290281	24	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.060	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.06076180757278973	0.06382978723404255	517	3561.6969696969695	117536	33	117536	33	strmgCAMI2_short_read_pooled_gold_standard_assembly
98	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.05753699002208985	0.05222437137330754	517	4122.148148148148	111298	27	111298	27	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_sr_only_partial_seed_output.405	MetaBinner 1.0 (B4)	MIKI-NS09	2039640	1.0	1.0	NA	0.04696269929987645	0.2727272727272727	22	15964.5	95787	6	95787	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.269	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.04409801005286985	0.04061895551257253	517	4062.0	85302	21	85302	21	strmgCAMI2_short_read_pooled_gold_standard_assembly
312	MetaBinner 1.0 (B4)	MIKI-NS14	5248865	1.0	1.0	NA	0.04301806200007049	0.09302325581395349	43	56449.0	225796	4	225796	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
107	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.038214966813535964	0.03481624758220503	517	4106.777777777777	73922	18	73922	18	strmgCAMI2_short_read_pooled_gold_standard_assembly
99	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.03775280155378513	0.029013539651837523	517	4868.533333333334	73028	15	73028	15	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_pb_partial_seed_length_weight_output.131	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.010614292072935261	0.017408123791102514	517	2281.3333333333335	20532	9	20532	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_pb_only_partial_seed_output.041	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.008527310916767346	0.009671179883945842	517	3299.0	16495	5	16495	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
298	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.008020686806525939	0.025145067698259187	517	1193.4615384615386	15515	13	15515	13	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_pb_partial_seed_length_weight_output.010	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.007018811780354668	0.017408123791102514	517	1508.5555555555557	13577	9	13577	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_seed_partial_ori_with_postprocess.175	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.005880975385822693	0.005802707930367505	517	3792.0	11376	3	11376	3	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_pb_only_partial_seed_output.182	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.005257517552199085	0.007736943907156673	517	2542.5	10170	4	10170	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
195	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.004968018060632567	0.013539651837524178	517	1372.857142857143	9610	7	9610	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
110	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.004367306615632042	0.01160541586073501	517	1408.0	8448	6	8448	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_sr_partial_seed_length_weight_output.036	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0039780331921506346	0.0019342359767891683	517	7695.0	7695	1	7695	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_result.304	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0036337355825375975	0.01160541586073501	517	1171.5	7029	6	7029	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_result.041	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.003322523629103591	0.005802707930367505	517	2142.3333333333335	6427	3	6427	3	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_seed_partial_ori_with_postprocess.510	MetaBinner 1.0 (B4)	SP108_S87	1934373	0.0816545161110802	0.2631578947368421	NA	0.0030340580642926676	0.009671179883945842	517	3782.9473684210525	71876	19	5869	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_pb_partial_seed_length_weight_output.055	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0028903422452650034	0.0038684719535783366	517	2795.5	5591	2	5591	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_seed_partial_ori_with_postprocess.557	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0027709237049938144	0.007736943907156673	517	1340.0	5360	4	5360	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
291	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.002631343592988529	0.005802707930367505	517	1696.6666666666667	5090	3	5090	3	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_only_result.130	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0025119250527173404	0.0038684719535783366	517	2429.5	4859	2	4859	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_result.355	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.002274121898930558	0.005802707930367505	517	1466.3333333333333	4399	3	4399	3	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.120	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.002227078231550999	0.0019342359767891683	517	4308.0	4308	1	4308	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.319	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0019034591570498555	0.0019342359767891683	517	3682.0	3682	1	3682	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_hmm_cov_kmer_partial_seed_trans_output.261	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0017085639636202532	0.0019342359767891683	517	3305.0	3305	1	3305	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
54	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0016423926512621919	0.0019342359767891683	517	3177.0	3177	1	3177	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_result.019	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0016268837499282714	0.0038684719535783366	517	1573.5	3147	2	3147	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_partial_seed_length_weight_output_trans.043	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0016005186176606062	0.0019342359767891683	517	3096.0	3096	1	3096	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
281	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0015643311812147916	0.0038684719535783366	517	1513.0	3026	2	3026	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
189	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0013621985004960264	0.0019342359767891683	517	2635.0	2635	1	2635	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
kmeans_length_weight_cov_pb_only_partial_seed_output.093	MetaBinner 1.0 (B4)	SP108_S87	1934373	1.0	1.0	NA	0.0011812613182669526	0.0019342359767891683	517	2285.0	2285	1	2285	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
322	MetaBinner 1.0 (B4)	spades_And8457_S3_L001	4927240	0.672324255858138	0.3333333333333333	NA	0.0010772765280359796	0.012195121951219513	82	2631.6666666666665	7895	3	5308	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
