Assemblies	A-STAR_contig_hybrid	A-STAR_scaffold_hybrid	ABySS_short	HipMer_cgraph-ono_short	HipMer_cgraph_short	HipMer_Metagenome_short	Miniasm_GATB_hybrid	Megahit_v1.1.4-2_short	Megahit_v1.1.2_short	metaSPAdes_v3.13.0_short	metaSPAdes_v3.13.1_short	Ray-Meta_short	SPAdes_v3.14-dev_short	Flye_long	Megahit_V1.2.7-inhouse_short	metaSPAdes_v3.13.1-inhouse_short	OPERA-MS-inhouse_hybrid	pooled_short_gsa	pooled_long_gsa	pooled_hybrid_gsa
Candidatus_Nitrosopumilus_sp_AR2_genomic	47.075	46.377	0.399	99.901	99.889	99.768	95.638	98.560	99.785	99.562	99.515	98.290	86.302	0.0	98.894	99.631	98.190	99.998	99.971	99.998
Candidatus_Nitrosopumilus_sp_D3C_genomic	21.597	21.456	0.0	6.444	6.396	3.132	27.013	0.471	6.804	5.904	5.557	0.076	0.500	0.0	7.455	4.582	4.766	99.221	99.460	99.990
Candidatus_Nitrosopumilus_sp_NF5_genomic	10.561	10.157	0.0	1.339	1.339	0.693	10.968	0.266	5.082	1.853	1.820	0.0	0.510	0.0	4.341	1.638	3.235	96.516	98.283	99.929
Candidatus_Pelagibacter_sp_IMCC9063_genomic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.411	13.902	14.242
Candidatus_Pelagibacter_ubique_HTCC1062_genomic	12.831	11.703	0.0	1.594	1.594	0.890	11.416	0.270	4.341	2.678	2.621	0.0	0.330	0.0	4.847	2.388	2.983	97.411	98.580	99.977
Candidatus_Puniceispirillum_marinum_IMCC1322_genomic	0.008	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.011	0.010	0.029	7.644	40.501	46.056
Candidatus_Ruthia_magnifica_str_Cm_Calyptogena_magnifica_genomic	13.788	12.684	0.0	1.355	1.355	0.589	12.145	0.287	4.575	2.752	2.951	0.0	0.752	0.0	5.858	2.800	2.934	96.643	97.665	99.946
Candidatus_Thioglobus_singularis_PS1_genomic	19.150	17.543	0.0	7.435	7.172	4.127	34.871	0.271	5.050	5.708	5.912	0.111	0.093	0.0	6.676	6.140	2.334	97.116	98.774	99.962
Candidatus_Thioglobus_singularis_strain_GG2_genomic	2.646	1.613	0.0	2.246	2.316	1.662	6.848	0.163	1.287	1.318	1.298	0.062	0.166	0.0	1.608	1.628	0.636	73.076	90.582	97.219
Candidatus_Thioglobus_sp_EF1_genomic	2.269	2.302	0.0	0.207	0.173	0.039	0.771	0.254	1.158	0.490	0.490	0.091	0.079	0.0	1.535	0.471	0.892	76.714	88.285	97.662
Candidatus_Vesicomyosocius_okutanii_HA_genomic	0.122	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.024	0.0	0.012	0.0	0.146	0.081	0.018	39.748	70.998	84.321
Carnobacterium_sp_17_4_genomic	0.225	0.217	0.0	0.0	0.0	0.0	0.0	0.015	0.048	0.010	0.010	0.0	0.019	0.0	0.072	0.020	0.118	44.370	73.989	87.264
Celeribacter_indicus_P73_genomic	84.753	84.483	0.082	78.761	77.660	73.349	90.783	5.217	82.335	61.161	61.443	22.735	5.381	0.0	79.439	36.799	33.735	99.992	99.926	99.995
Celeribacter_marinus_strain_IMCC12053_genomic	14.583	13.314	0.0	1.988	1.945	0.983	13.405	0.660	5.363	3.986	4.111	0.119	0.271	0.0	7.066	3.707	3.731	96.939	98.425	99.959
Cellulophaga_algicola_DSM_14237_genomic	8.641	8.392	0.014	1.318	1.302	0.780	7.464	0.398	4.275	1.634	1.636	0.181	0.213	0.0	3.873	1.564	2.851	96.569	98.001	99.927
Cellulophaga_baltica_18_genomic	40.150	40.013	0.0	55.970	56.395	54.982	37.068	16.854	35.925	41.713	40.111	46.498	21.443	0.0	42.674	42.030	11.106	99.999	99.991	100.000
Cellulophaga_baltica_NN016038_genomic	25.290	25.092	0.072	37.729	38.505	39.932	31.427	9.325	28.637	18.159	17.975	28.929	5.102	0.0	24.410	20.319	11.320	99.999	99.987	99.999
Cellulophaga_lytica_DSM_7489_genomic	29.523	27.920	0.0	23.341	22.359	19.404	34.750	0.411	15.944	12.011	12.407	3.655	0.618	0.0	18.220	7.810	2.967	89.753	97.739	99.954
Cellulophaga_lytica_strain_DAU203_genomic	2.094	1.297	0.0	3.754	3.715	3.252	3.544	0.136	0.879	1.166	1.198	1.033	0.355	0.0	0.737	0.893	0.132	62.085	84.100	94.674
Cellulophaga_lytica_strain_HI1_genomic	33.051	35.493	0.0	25.309	25.328	20.237	45.582	0.446	17.436	16.561	15.771	3.932	0.694	0.0	22.798	8.607	3.313	94.816	99.163	99.981
Cenarchaeum_symbiosum_A_genomic	26.622	26.021	0.0	6.000	5.741	3.011	28.034	0.812	8.549	7.572	7.626	0.058	0.405	0.0	13.385	8.602	5.473	98.825	99.197	99.993
Chlorobium_phaeobacteroides_BS1_genomic	81.494	81.576	0.628	97.608	97.633	96.099	94.581	95.945	96.657	95.899	95.888	93.426	94.811	0.0	96.124	96.316	95.458	99.999	99.980	99.999
Chlorobium_phaeovibrioides_DSM_265_genomic	1.851	1.807	0.0	0.054	0.054	0.054	0.735	0.218	0.919	0.370	0.370	0.0	0.154	0.0	1.062	0.449	0.989	76.412	90.866	97.994
Chloroherpeton_thalassium_ATCC_35110_genomic	75.351	75.301	1.108	99.754	99.748	99.680	76.902	99.292	99.551	99.595	99.692	97.434	99.575	0.0	98.939	99.853	96.903	99.999	99.993	99.999
Chromohalobacter_salexigens_DSM_3043_genomic	0.768	0.763	0.0	0.030	0.032	0.0	0.150	0.109	0.297	0.201	0.201	0.0	0.050	0.0	0.315	0.138	0.412	66.343	86.110	95.502
Citromicrobium_sp_JL477_genomic	8.411	7.947	0.0	0.719	0.700	0.348	7.216	0.256	3.837	1.871	1.862	0.0	0.222	0.0	4.010	1.411	2.842	94.911	98.217	99.911
Clostridium_botulinum_202F_genomic	66.185	66.105	7.882	98.537	98.576	98.439	69.087	97.972	98.803	98.411	97.630	98.491	98.770	0.0	98.382	98.594	96.899	100.000	99.992	100.000
Clostridium_stercorarium_subsp_thermolacticum_DSM_2910_genomic	60.142	58.288	0.081	23.831	23.293	16.549	62.554	0.794	19.078	20.891	20.783	0.682	1.133	0.0	32.609	19.251	5.728	99.846	99.788	99.997
Colwellia_psychrerythraea_34H_genomic	92.911	92.702	1.211	98.711	98.740	98.470	50.982	97.685	98.464	98.155	98.199	96.556	97.935	0.0	97.907	97.772	97.910	100.000	99.984	100.000
Colwellia_sp_MT41_genomic	94.076	94.076	0.075	95.736	95.490	95.244	91.084	53.708	94.655	91.924	92.382	81.232	19.741	0.0	93.295	88.340	80.169	99.999	99.983	99.999
Colwellia_sp_PAMC_20917_genomic	37.522	37.110	0.013	12.860	12.454	8.209	43.296	0.970	12.618	9.422	9.448	0.446	1.209	0.0	16.127	10.344	6.250	99.608	99.710	99.997
Confluentimicrobium_sp_EMB200_NS6_genomic	86.612	86.661	0.0	84.058	83.301	80.395	90.774	6.422	86.847	70.497	70.264	31.467	7.064	0.0	80.871	42.116	45.766	99.996	99.920	99.997
Coraliomargarita_akajimensis_DSM_45221_genomic	0.016	0.016	0.0	0.0	0.0	0.0	0.014	0.015	0.002	0.014	0.016	0.0	0.002	0.0	0.031	0.0	0.030	11.594	47.460	54.858
Corynebacterium_marinum_DSM_44953_genomic	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	3.224	30.259	33.131
Corynebacterium_maris_DSM_45190_genomic	0.042	0.042	0.0	0.0	0.0	0.0	0.0	0.010	0.008	0.027	0.037	0.0	0.007	0.0	0.008	0.042	0.010	28.025	62.756	74.430
Corynebacterium_phocae_strain_M408_89_1_genomic	42.730	42.573	3.537	98.084	98.093	97.124	48.878	97.129	97.778	96.751	96.845	96.624	97.348	0.0	96.839	97.533	87.138	99.999	99.986	99.999
Corynebacterium_sphenisci_DSM_44792_genomic	0.102	0.090	0.0	0.0	0.0	0.0	0.007	0.067	0.036	0.031	0.028	0.003	0.013	0.0	0.071	0.076	0.016	45.614	74.197	87.057
Corynebacterium_stationis_strain_622_DSM_20302_genomic	7.886	7.604	0.0	0.796	0.822	0.390	5.116	0.348	3.302	1.824	1.911	0.078	0.255	0.0	4.746	1.932	3.385	93.201	96.586	99.780
Croceibacter_atlanticus_HTCC2559_genomic	2.978	2.947	0.0	0.058	0.058	0.0	0.945	0.115	1.397	0.585	0.566	0.0	0.054	0.0	1.717	0.479	0.994	84.064	93.098	99.185
Croceicoccus_naphthovorans_strain_PQ_2_genomic	1.652	1.627	0.0	0.709	0.642	0.618	0.980	0.213	0.954	0.729	0.688	0.068	0.266	0.0	1.014	0.326	0.501	61.810	83.518	94.175
Cupriavidus_sp_USMAA1020_genomic	22.566	21.274	0.0	5.533	5.401	2.786	26.110	0.500	8.332	4.170	4.015	0.109	0.415	0.0	8.713	3.483	5.557	98.822	99.228	99.986
Cyanothece_sp_ATCC_51142_genomic	4.418	4.397	0.009	0.330	0.319	0.150	1.756	0.348	1.688	0.999	0.973	0.080	0.256	0.0	2.474	0.884	1.888	86.205	92.923	99.091
Cyclobacterium_amurskyense_strain_KCTC_12363_genomic	16.533	15.045	0.0	3.250	3.151	1.785	18.430	0.501	5.673	4.359	4.361	0.151	0.455	0.0	8.394	4.714	4.427	97.940	98.561	99.975
Cyclobacterium_marinum_DSM_745_genomic	5.876	5.817	0.0	0.475	0.444	0.249	3.836	0.307	2.129	1.386	1.431	0.060	0.292	0.0	3.123	1.437	1.682	91.403	95.956	99.697
Cycloclasticus_sp_P1_genomic	97.570	97.537	89.159	87.533	88.377	61.293	44.889	90.873	91.712	99.223	99.166	68.101	99.181	2.880	94.026	97.556	4.066	100.000	99.998	100.000
Cycloclasticus_zancles_78_ME_genomic	50.761	51.447	28.656	33.370	32.010	31.729	34.544	28.694	30.232	19.620	19.607	44.695	22.011	0.752	23.912	19.976	8.296	100.000	99.992	100.000
Deferribacter_desulfuricans_SSM1_genomic	1.684	1.681	0.0	0.094	0.094	0.094	0.732	0.145	0.856	0.428	0.428	0.075	0.155	0.0	0.764	0.348	0.463	75.173	87.943	97.017
Denitrovibrio_acetiphilus_DSM_12809_genomic	6.777	6.828	0.0	0.708	0.688	0.478	3.433	0.370	2.913	1.935	1.889	0.223	0.185	0.0	4.064	1.688	2.839	89.190	96.105	99.587
Desulfobacterium_autotrophicum_HRM2_genomic	76.272	75.900	15.830	97.833	97.731	96.818	20.795	96.926	96.965	96.783	96.687	96.853	97.740	0.0	96.542	96.997	75.550	100.000	99.992	100.000
Desulfobacula_toluolica_Tol2_genomic	91.980	91.968	56.721	95.787	96.208	94.224	30.939	94.454	94.527	94.277	94.320	94.020	95.970	0.293	93.935	94.493	78.275	100.000	100.000	100.000
Desulfocapsa_sulfexigens_DSM_10523_genomic	73.313	73.175	0.737	99.533	99.591	99.007	43.346	98.867	99.165	98.955	98.976	97.411	97.968	0.0	98.960	98.926	98.872	100.000	99.992	100.000
Desulfococcus_multivorans_strain_DSM_2059_genomic	48.493	48.313	18.362	99.164	99.243	98.437	34.483	98.214	98.494	98.266	98.390	97.159	98.945	0.0	98.057	98.673	92.990	100.000	99.999	100.000
Desulfotalea_psychrophila_LSv54_genomic	97.031	97.031	96.890	98.550	98.527	98.131	83.030	97.212	97.398	97.764	98.080	97.472	98.648	0.0	97.455	98.021	94.890	100.000	99.989	100.000
Desulfotomaculum_reducens_MI_1_genomic	0.578	0.578	0.0	0.169	0.169	0.154	0.367	0.100	0.284	0.235	0.221	0.018	0.183	0.0	0.615	0.177	0.315	44.067	73.811	86.419
Desulfovibrio_africanus_str_Walvis_Bay_genomic	62.297	63.021	0.150	99.427	99.418	99.032	77.635	98.554	99.121	98.883	98.872	95.866	46.460	0.0	98.848	98.028	97.125	100.000	99.994	100.000
Desulfovibrio_desulfuricans_ND132_genomic	62.063	62.291	0.0	91.331	90.748	88.460	95.629	8.678	94.648	82.839	82.725	43.072	5.193	0.0	93.184	48.753	67.103	99.998	99.983	99.998
Desulfovibrio_hydrothermalis_AM13_genomic	96.589	96.545	31.810	99.378	99.361	99.046	64.641	99.119	99.098	98.744	98.774	99.025	99.066	0.0	98.644	99.128	94.846	99.999	99.996	100.000
Desulfovibrio_piezophilus_strain_C1TLV30_genomic	33.348	33.375	0.480	99.547	99.639	99.322	88.348	99.344	99.337	99.268	99.233	97.048	98.311	0.0	99.325	99.296	99.506	100.000	99.995	100.000
Desulfovibrio_salexigens_DSM_2638_genomic	95.188	95.124	0.0	87.429	86.803	83.540	94.236	5.734	91.909	87.201	87.360	33.444	11.905	0.0	94.501	76.195	63.032	99.997	99.979	99.997
Desulfurobacterium_thermolithotrophum_DSM_11699_genomic	2.458	2.458	0.0	0.224	0.224	0.247	0.804	0.256	1.031	0.710	0.740	0.231	0.422	0.0	1.630	0.496	1.022	75.438	90.493	97.996
Dinoroseobacter_shibae_DFL_12_genomic	84.877	85.054	0.0	82.767	81.990	78.806	91.870	6.892	85.016	68.190	68.049	28.457	6.184	0.0	81.990	38.197	43.392	99.992	99.887	99.993
Dokdonia_donghaensis_DSW_1_genomic	71.176	71.382	0.0	72.099	71.109	64.574	84.312	2.764	49.306	57.567	57.459	24.795	2.129	0.0	56.034	42.011	9.793	99.999	99.985	99.999
Dokdonia_sp_MED134_genomic	0.962	0.881	0.0	0.123	0.167	0.016	0.318	0.100	0.404	0.172	0.184	0.056	0.075	0.0	0.462	0.226	0.270	87.610	94.884	99.392
Dokdonia_sp_PRO95_genomic	0.301	0.296	0.0	0.0	0.0	0.005	0.028	0.011	0.105	0.003	0.003	0.0	0.024	0.0	0.217	0.039	0.065	60.142	83.249	93.927
Donghicola_sp_JLT3646_genomic	0.008	0.005	0.0	0.007	0.0	0.0	0.0	0.021	0.007	0.012	0.014	0.0	0.027	0.0	0.017	0.021	0.020	8.281	41.221	47.151
Draconibacterium_orientale_strain_FH5_genomic	67.546	67.579	0.248	98.968	98.811	98.136	89.127	96.817	98.387	98.000	97.990	94.459	71.527	0.0	98.105	97.922	90.443	100.000	99.994	100.000
Echinicola_vietnamensis_DSM_17526_genomic	2.685	2.690	0.0	0.136	0.136	0.108	0.849	0.104	0.936	0.685	0.682	0.053	0.096	0.0	1.635	0.621	1.114	78.940	90.519	98.318
Edwardsiella_piscicida_strain_S11_285_genomic	82.583	82.718	0.015	66.758	65.799	58.785	91.239	2.604	57.491	50.244	50.103	13.208	1.641	0.0	65.227	31.567	17.033	99.989	99.906	99.999
Edwardsiella_tarda_080813_genomic	0.097	0.087	0.0	0.080	0.071	0.030	0.090	0.031	0.066	0.005	0.016	0.052	0.013	0.0	0.061	0.043	0.037	41.725	73.026	85.405
Edwardsiella_tarda_EIB202_genomic	0.758	0.466	0.0	2.265	2.298	2.626	0.480	0.188	0.246	0.512	0.490	1.046	0.193	0.0	0.215	0.667	0.106	13.896	50.900	58.334
Erythrobacter_gangjinensis_strain_JCM_15420_genomic	15.270	14.527	0.0	2.353	2.273	1.149	13.558	0.273	5.940	2.827	2.879	0.006	0.346	0.0	5.987	2.311	3.592	97.671	98.589	99.968
Erythrobacter_litoralis_HTCC2594_genomic	92.260	92.147	0.044	97.898	97.708	96.697	90.798	30.435	96.686	92.172	92.421	69.832	7.302	0.0	93.527	74.332	85.659	99.998	99.971	99.998
Erythrobacter_litoralis_strain_DSM_8509_genomic	99.653	99.579	98.824	99.097	99.136	98.688	69.929	98.760	98.773	98.662	98.694	98.620	99.527	0.0	98.411	99.369	76.915	100.000	99.995	100.000
Erythrobacter_sp_s21_N3_genomic	0.706	0.701	0.0	0.073	0.073	0.038	0.162	0.232	0.476	0.134	0.117	0.0	0.067	0.0	0.545	0.076	0.432	62.704	83.736	94.530
Ferrimonas_balearica_DSM_9799_genomic	98.140	98.140	2.168	98.984	98.989	98.812	75.950	98.675	98.756	98.792	98.839	97.908	99.034	0.0	98.279	98.829	98.621	100.000	99.995	100.000
Ferroglobus_placidus_DSM_10642_genomic	0.069	0.069	0.0	0.0	0.0	0.0	0.0	0.031	0.007	0.032	0.083	0.0	0.007	0.0	0.007	0.025	0.007	16.415	55.565	64.699
Fervidobacterium_pennivorans_strain_DYC_genomic	0.097	0.091	0.0	0.025	0.025	0.0	0.079	0.039	0.044	0.0	0.0	0.011	0.0	0.0	0.134	0.020	0.085	25.563	62.977	74.004
Fibrella_aestuarina_strain_BUZ_2_genomic	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.011	0.001	0.0	0.0	0.0	0.001	0.0	0.017	0.003	0.012	7.646	39.505	45.282
Filomicrobium_sp_W1_genomic	24.944	23.737	0.0	5.214	5.088	2.692	28.892	0.528	8.681	7.620	7.581	0.075	0.298	0.0	11.197	7.376	5.433	98.929	99.201	99.993
Flammeovirga_sp_MY04_genomic	97.890	97.786	95.051	99.150	99.144	98.470	59.053	98.577	98.634	98.361	98.380	97.757	98.797	0.0	98.127	99.254	87.184	100.000	99.996	100.000
Flavobacteriaceae_bacterium_MAR_2010_188_genomic	6.472	6.275	0.0	0.387	0.383	0.161	3.452	0.307	2.232	1.212	1.266	0.076	0.147	0.0	3.402	1.115	2.093	90.939	95.958	99.677
Flavobacteriaceae_bacterium_UJ101_genomic	86.495	87.173	0.0	71.154	70.315	64.322	93.046	2.421	73.342	52.178	52.630	13.401	3.243	0.0	77.902	32.240	21.449	99.997	99.956	100.000
Flavobacterium_psychrophilum_FPG101_genomic	2.614	3.508	3.593	1.936	2.004	3.133	2.313	4.650	0.475	2.728	2.471	1.616	0.154	0.0	2.950	2.890	0.559	57.140	88.296	97.228
Flavobacterium_psychrophilum_FPG3_genomic	6.900	6.745	0.986	4.468	4.384	2.759	6.607	0.324	4.835	2.352	2.512	0.487	0.143	0.0	4.511	1.390	2.273	99.942	99.958	99.999
Flavobacterium_psychrophilum_V3_5_genomic	6.541	7.070	4.549	0.323	0.206	1.352	2.198	6.519	1.327	2.334	4.034	6.872	4.036	0.0	4.452	5.650	13.859	39.715	8.788	9.991
Flavobacterium_psychrophilum_V4_24_genomic	23.446	17.819	4.356	10.918	7.713	10.112	2.014	17.161	17.591	12.912	10.139	12.369	25.485	0.0	21.723	9.385	10.569	100.000	99.984	100.000
Flavobacterium_psychrophilum_strain_CSF259_93_genomic	6.654	5.128	4.005	7.692	3.840	4.688	2.454	7.108	5.340	6.254	5.046	5.474	4.362	0.0	5.786	7.126	3.507	65.407	94.478	99.984
Flavobacterium_psychrophilum_strain_MH1_genomic	11.876	10.883	4.603	4.118	9.417	15.018	6.101	6.322	4.545	11.883	12.724	15.466	2.991	0.0	8.702	10.207	3.974	39.550	60.374	65.936
Flavobacterium_psychrophilum_strain_PG2_genomic	5.523	5.938	3.997	4.651	5.966	7.347	2.337	2.089	3.832	3.236	1.529	7.383	0.067	0.0	3.550	2.572	0.286	45.540	82.723	95.314
Flavobacterium_psychrophilum_strain_VQ50_genomic	39.606	41.255	5.074	60.060	57.721	49.619	9.848	32.116	53.661	52.273	52.835	34.287	49.867	0.0	42.063	51.049	53.373	99.993	99.986	99.999
Flavobacterium_psychrophilum_v4_33_genomic	12.047	16.394	5.282	9.459	12.079	5.763	5.842	23.269	10.834	5.398	8.469	14.682	11.218	0.0	8.041	8.478	8.099	65.112	99.449	99.998
Flavobacterium_sp_LPB0076_genomic	1.492	1.484	0.0	0.232	0.214	0.060	0.396	0.072	0.510	0.279	0.268	0.038	0.138	0.0	0.718	0.169	0.552	72.796	88.864	97.335
Flexibacter_litoralis_DSM_6794_genomic	17.105	16.562	0.025	3.645	3.464	2.085	18.541	0.635	6.931	3.556	3.669	0.172	0.496	0.0	7.914	3.452	4.206	98.250	99.021	99.982
Flexistipes_sinusarabici_DSM_4947_genomic	37.382	35.420	0.209	13.588	13.314	8.788	43.688	1.725	15.187	11.481	11.477	0.933	1.536	0.0	19.114	11.312	6.337	99.490	99.795	99.997
Formosa_agariphila_KMM_3901_genomic	6.022	5.829	0.002	0.409	0.409	0.095	3.669	0.188	2.643	1.086	1.087	0.0	0.204	0.0	2.968	0.832	1.810	91.984	96.770	99.814
Formosa_haliotis_strain_LMG_28520_genomic	69.974	69.634	0.113	95.114	94.918	93.633	94.615	20.618	95.092	91.565	91.417	65.475	14.967	0.0	93.559	76.705	73.067	99.999	99.997	99.999
Formosa_sp_Hel1_33_131_genomic	0.020	0.017	0.0	0.0	0.0	0.005	0.0	0.020	0.009	0.003	0.003	0.0	0.006	0.0	0.003	0.008	0.016	4.121	32.578	36.203
Formosa_sp_Hel3_A1_48_genomic	87.661	88.035	0.0	68.131	67.026	60.164	92.314	1.889	69.949	55.682	56.377	11.960	2.307	0.0	79.144	36.519	15.770	99.983	99.981	99.999
Francisella_noatunensis_subsp_orientalis_FNO12_genomic	13.389	19.095	0.0	16.100	17.789	15.826	18.530	1.075	17.442	16.260	17.682	7.091	1.235	0.0	19.685	9.436	15.796	37.840	45.569	51.390
Francisella_noatunensis_subsp_orientalis_FNO24_genomic	16.689	8.480	0.0	15.036	16.209	16.433	12.379	0.236	12.269	17.847	12.780	4.895	0.579	0.0	13.960	9.230	9.739	33.907	45.135	52.226
Francisella_noatunensis_subsp_orientalis_LADL_07_285A_genomic	13.210	10.512	0.0	18.353	16.396	14.115	12.329	0.885	10.663	11.550	13.027	5.941	0.824	0.0	12.099	10.569	7.853	33.437	61.071	69.357
Francisella_noatunensis_subsp_orientalis_strain_FNO01_genomic	39.502	41.695	0.0	19.900	17.410	18.675	39.319	1.936	35.327	22.404	26.486	6.116	0.673	0.0	34.471	15.111	15.341	85.182	99.794	99.993
Francisella_noatunensis_subsp_orientalis_strain_FNO190_genomic	12.086	14.124	0.0	15.052	15.757	14.659	13.841	0.528	12.469	13.693	11.256	5.418	0.700	0.0	11.959	10.429	10.435	37.448	64.126	74.012
Francisella_sp_FSC1006_genomic	18.862	18.307	0.0	4.309	4.214	2.398	22.765	0.711	7.622	4.403	4.368	0.0	0.647	0.0	7.968	4.372	4.756	98.781	99.155	99.992
Francisella_sp_TX077310_genomic	7.262	6.946	0.023	0.840	0.840	0.309	4.753	0.416	2.890	1.404	1.384	0.197	0.159	0.0	3.364	1.135	2.246	93.359	96.907	99.745
GB02J24_S7_contigs	5.690	5.596	0.0	0.395	0.395	0.109	3.075	0.335	2.330	1.178	1.128	0.0	0.234	0.0	2.702	0.963	2.070	92.070	95.445	99.407
GB02J33_S8_contigs	7.908	7.547	0.0	1.081	1.055	0.368	7.249	0.199	3.139	2.019	2.004	0.012	0.354	0.0	3.652	1.951	2.538	94.776	95.228	99.402
GB02J45_S9_contigs	38.173	36.669	0.0	17.039	16.341	11.060	44.593	0.862	12.675	11.011	11.025	0.491	0.617	0.0	15.902	10.454	6.641	99.552	97.636	99.778
GB02J46_S10_contigs	0.207	0.205	0.0	0.007	0.0	0.0	0.009	0.066	0.076	0.018	0.018	0.0	0.014	0.0	0.119	0.037	0.070	32.783	66.751	78.640
GB04J27_S10_contigs	0.013	0.010	0.0	0.0	0.0	0.0	0.0	0.012	0.008	0.0	0.004	0.0	0.010	0.0	0.035	0.008	0.034	14.465	49.589	58.204
Geobacillus_kaustophilus_HTA426_genomic	41.634	38.330	0.014	24.951	24.099	18.248	56.531	1.464	13.993	18.025	17.858	1.904	2.666	0.0	20.897	15.911	5.926	99.813	99.893	99.994
Geobacillus_sp_12AMOR1_genomic	5.181	4.883	0.0	1.344	1.263	1.112	3.571	0.364	2.282	1.860	1.785	0.392	0.384	0.0	2.622	1.699	1.778	92.116	96.640	99.834
Geoglobus_acetivorans_SBH6_genomic	0.054	0.054	0.0	0.0	0.0	0.0	0.0	0.012	0.063	0.0	0.0	0.0	0.004	0.0	0.048	0.004	0.056	11.085	46.084	53.402
Geoglobus_ahangari_strain_234_genomic	2.301	2.261	0.0	0.031	0.031	0.0	1.086	0.108	1.346	0.476	0.444	0.0	0.036	0.0	2.014	0.790	1.073	84.023	93.116	98.935
Gillisia_sp_Hel1_33_143_genomic	2.593	2.536	0.0	0.188	0.188	0.117	0.490	0.273	0.940	0.475	0.461	0.086	0.047	0.0	1.629	0.385	0.951	81.984	91.444	98.561
Glaciecola_nitratireducens_FR1064_genomic	29.809	29.647	0.086	99.435	99.405	99.285	95.841	98.249	99.428	99.137	99.141	94.144	43.396	0.0	99.055	98.654	98.462	100.000	99.994	100.000
Glaciecola_sp_4H_3_7_YE_5_genomic	92.782	92.976	0.0	85.498	84.847	81.706	93.334	4.905	87.950	87.199	87.234	33.842	7.616	0.0	91.198	75.010	57.135	99.999	99.963	99.999
Gramella_forsetii_KT0803_genomic	21.736	20.839	0.0	5.601	5.321	2.945	24.860	0.453	9.107	5.206	5.204	0.114	0.381	0.0	9.840	4.959	4.391	98.893	99.374	99.993
Gramella_sp_LPB0144_genomic	3.232	3.216	0.0	0.189	0.189	0.079	1.587	0.179	1.316	0.660	0.686	0.041	0.121	0.0	1.943	0.604	1.266	83.692	93.185	99.175
Gramella_sp_MAR_2010_102_genomic	78.120	77.216	0.038	49.334	48.413	40.001	82.318	1.251	43.056	37.892	38.271	4.095	1.203	0.0	57.962	29.219	9.591	99.971	99.955	99.998
Gramella_sp_MAR_2010_147_genomic	0.008	0.005	0.0	0.0	0.0	0.0	0.005	0.040	0.003	0.003	0.003	0.0	0.012	0.0	0.018	0.014	0.008	0.879	17.201	18.135
Hahella_chejuensis_KCTC_2396_genomic	96.424	96.439	0.082	97.725	97.684	97.296	94.491	61.298	97.635	97.220	97.112	86.555	18.243	0.0	97.728	96.030	91.106	99.999	99.994	99.999
Halanaeroarchaeum_sulfurireducens_strain_M27_SA2_genomic	0.067	0.062	0.0	0.0	0.0	0.0	0.0	0.010	0.007	0.027	0.021	0.0	0.0	0.0	0.032	0.021	0.012	26.663	62.112	74.152
Haliangium_ochraceum_DSM_14365_genomic	89.823	89.687	0.030	76.720	75.675	71.177	91.800	2.975	82.364	53.879	53.843	16.373	44.893	0.0	75.854	100.000	31.735	99.997	99.994	99.999
Haloarcula_hispanica_ATCC_33960_genomic	2.593	2.494	0.0	0.097	0.097	0.027	1.407	0.184	0.805	0.472	0.485	0.0	0.018	0.0	1.073	0.529	0.809	59.496	81.912	93.349
Haloarcula_sp_CBA1115_genomic	1.779	1.862	0.0	0.146	0.146	0.077	0.974	0.102	0.898	0.432	0.353	0.0	0.086	0.0	0.926	0.372	0.720	52.463	79.458	91.063
Haloferax_gibbonsii_strain_ARA6_genomic	0.519	0.504	0.0	0.021	0.021	0.006	0.089	0.077	0.325	0.154	0.137	0.0	0.063	0.0	0.433	0.122	0.178	64.838	84.528	94.811
Haloferax_mediterranei_ATCC_33500_genomic	64.086	62.095	0.0	34.501	33.726	26.633	74.613	1.351	24.547	26.670	26.640	1.798	1.144	0.0	39.969	24.838	7.714	99.893	99.805	99.993
Halogeometricum_borinquense_DSM_11551_genomic	0.222	0.218	0.0	0.0	0.0	0.0	0.018	0.047	0.037	0.024	0.024	0.0	0.023	0.0	0.146	0.017	0.108	36.270	68.913	81.620
Halolamina_sediminis_strain_Hb3_genomic	63.862	63.475	1.659	99.196	99.151	98.935	98.175	98.383	98.980	98.125	98.328	96.197	100.000	0.0	98.529	98.039	97.630	100.000	99.999	100.000
Halolamina_sediminis_strain_halo7_genomic	0.265	0.260	0.0	0.0	0.0	0.0	0.027	0.042	0.108	0.035	0.017	0.0	0.065	0.0	0.079	0.062	0.077	43.091	73.295	86.081
Halomonas_elongata_DSM_2581_genomic	0.040	0.043	0.0	0.0	0.0	0.0	0.0	0.010	0.0	0.002	0.002	0.0	0.0	0.0	0.009	0.015	0.006	20.175	56.962	66.565
