Assemblies	A-STAR_contig_hybrid	A-STAR_scaffold_hybrid	ABySS_short	HipMer_cgraph-ono_short	HipMer_cgraph_short	HipMer_Metagenome_short	Miniasm_GATB_hybrid	Megahit_v1.1.4-2_short	Megahit_v1.1.2_short	metaSPAdes_v3.13.0_short	metaSPAdes_v3.13.1_short	Ray-Meta_short	SPAdes_v3.14-dev_short	Flye_long	Megahit_V1.2.7-inhouse_short	metaSPAdes_v3.13.1-inhouse_short	OPERA-MS-inhouse_hybrid	pooled_short_gsa	pooled_long_gsa	pooled_hybrid_gsa
Candidatus_Nitrosopumilus_sp_AR2_genomic	99.434	99.328	0.399	99.901	99.889	99.823	97.265	99.825	99.942	99.562	99.515	98.292	99.368	0.0	99.680	99.680	99.829	99.998	99.971	99.998
Candidatus_Nitrosopumilus_sp_D3C_genomic	77.760	78.106	0.0	6.964	6.916	3.192	28.557	67.860	69.050	52.275	52.132	0.076	20.573	0.0	74.283	35.995	64.834	99.221	99.460	99.990
Candidatus_Nitrosopumilus_sp_NF5_genomic	59.583	59.604	0.0	1.538	1.538	0.721	11.397	50.264	48.187	31.581	31.632	0.0	18.725	0.0	54.726	20.077	47.154	96.516	98.283	99.929
Candidatus_Pelagibacter_sp_IMCC9063_genomic	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.411	13.902	14.242
Candidatus_Pelagibacter_ubique_HTCC1062_genomic	62.624	62.714	0.0	2.162	2.126	0.939	11.530	56.712	50.347	37.531	37.195	0.0	24.103	0.0	58.777	24.461	46.523	97.411	98.580	99.977
Candidatus_Puniceispirillum_marinum_IMCC1322_genomic	0.153	0.149	0.0	0.0	0.0	0.0	0.0	0.332	0.041	0.051	0.048	0.0	0.005	0.0	0.159	0.021	0.147	7.644	40.501	46.056
Candidatus_Ruthia_magnifica_str_Cm_Calyptogena_magnifica_genomic	64.699	64.938	0.0	1.732	1.732	0.589	12.143	56.495	51.498	42.211	42.344	0.0	28.130	0.0	62.332	27.101	50.448	96.643	97.665	99.946
Candidatus_Thioglobus_singularis_PS1_genomic	77.626	86.210	0.0	8.388	8.058	4.262	37.617	61.715	67.669	59.406	59.446	0.111	25.567	0.0	77.174	46.142	71.087	97.116	98.774	99.962
Candidatus_Thioglobus_singularis_strain_GG2_genomic	14.995	5.539	0.0	2.497	2.554	1.730	8.588	22.361	15.947	17.615	17.328	0.062	13.493	0.0	13.789	13.380	14.409	73.076	90.582	97.219
Candidatus_Thioglobus_sp_EF1_genomic	22.112	22.127	0.0	0.283	0.249	0.039	0.771	19.565	11.067	9.651	9.399	0.091	3.043	0.0	19.951	7.208	15.142	76.714	88.285	97.662
Candidatus_Vesicomyosocius_okutanii_HA_genomic	4.044	3.972	0.0	0.0	0.0	0.0	0.0	3.879	1.286	0.817	0.730	0.0	0.397	0.0	2.524	0.818	1.819	39.748	70.998	84.321
Carnobacterium_sp_17_4_genomic	5.274	5.225	0.0	0.035	0.040	0.0	0.0	5.695	1.843	1.647	1.670	0.0	1.416	0.0	4.334	1.438	3.166	44.370	73.989	87.264
Celeribacter_indicus_P73_genomic	95.603	95.719	0.082	79.735	78.541	73.933	91.487	94.674	96.004	93.086	93.062	22.815	77.035	0.0	95.494	85.703	95.475	99.992	99.926	99.995
Celeribacter_marinus_strain_IMCC12053_genomic	65.163	65.332	0.0	2.313	2.249	1.015	13.630	57.769	50.026	43.324	43.264	0.119	12.489	0.0	64.364	31.717	53.883	96.939	98.425	99.959
Cellulophaga_algicola_DSM_14237_genomic	50.137	50.060	0.014	1.679	1.597	0.808	7.750	46.027	41.843	22.105	21.949	0.178	5.820	0.0	48.582	13.668	39.317	96.569	98.001	99.927
Cellulophaga_baltica_18_genomic	81.892	81.405	0.0	69.582	68.377	62.481	43.647	71.959	69.125	76.325	76.799	53.004	77.599	0.0	73.117	73.089	71.015	99.999	99.991	100.000
Cellulophaga_baltica_NN016038_genomic	51.673	51.924	0.072	51.705	50.926	46.424	37.806	59.434	60.001	37.307	36.816	35.104	36.872	0.0	50.860	44.815	51.894	99.999	99.987	99.999
Cellulophaga_lytica_DSM_7489_genomic	46.642	47.428	0.0	24.341	23.055	19.760	36.298	45.296	44.776	41.054	42.525	3.714	29.251	0.0	44.818	34.887	43.241	89.753	97.739	99.954
Cellulophaga_lytica_strain_DAU203_genomic	8.792	6.085	0.0	3.796	3.908	3.358	3.771	10.156	6.413	7.536	7.428	1.022	8.088	0.0	6.097	7.501	4.840	62.085	84.100	94.674
Cellulophaga_lytica_strain_HI1_genomic	51.418	52.511	0.0	26.137	25.973	20.491	46.692	48.853	49.799	46.359	44.907	3.921	32.969	0.0	51.442	40.482	53.337	94.816	99.163	99.981
Cenarchaeum_symbiosum_A_genomic	80.475	80.671	0.0	6.694	6.399	3.191	29.509	72.193	68.352	65.243	65.209	0.117	25.518	0.0	79.693	52.927	72.941	98.825	99.197	99.993
Chlorobium_phaeobacteroides_BS1_genomic	97.322	97.300	0.655	97.689	97.678	96.228	95.568	96.824	96.932	96.015	96.003	93.426	97.123	0.0	96.421	96.444	96.328	99.999	99.980	99.999
Chlorobium_phaeovibrioides_DSM_265_genomic	25.100	25.104	0.0	0.080	0.080	0.054	0.777	21.068	11.544	10.680	10.772	0.0	3.998	0.0	23.358	8.969	18.226	76.412	90.866	97.994
Chloroherpeton_thalassium_ATCC_35110_genomic	99.469	99.453	1.108	99.767	99.748	99.694	83.817	99.668	99.644	99.743	99.700	97.434	100.000	0.0	99.088	100.000	99.767	99.999	99.993	99.999
Chromohalobacter_salexigens_DSM_3043_genomic	12.586	12.502	0.0	0.030	0.030	0.0	0.150	12.062	6.179	4.872	4.827	0.0	1.405	0.0	9.798	3.458	7.079	66.343	86.110	95.502
Citromicrobium_sp_JL477_genomic	51.866	51.874	0.0	0.934	0.915	0.348	7.326	45.977	42.325	27.115	27.138	0.0	9.761	0.0	46.891	16.784	38.453	94.911	98.217	99.911
Clostridium_botulinum_202F_genomic	99.083	99.066	7.956	98.751	98.707	98.603	75.912	98.851	98.891	98.553	98.599	98.507	98.821	0.0	98.551	98.650	98.349	100.000	99.992	100.000
Clostridium_stercorarium_subsp_thermolacticum_DSM_2910_genomic	93.337	93.558	0.082	24.890	24.283	16.790	62.658	86.506	87.831	85.243	85.307	0.682	52.635	0.0	92.983	76.166	91.648	99.846	99.788	99.997
Colwellia_psychrerythraea_34H_genomic	98.687	98.716	1.211	98.784	98.751	98.554	61.403	98.793	98.631	98.328	98.294	96.566	98.644	0.0	98.339	98.480	98.663	100.000	99.984	100.000
Colwellia_sp_MT41_genomic	96.549	96.556	0.075	96.380	96.127	95.445	91.590	97.214	97.558	95.353	95.311	81.360	90.648	0.0	96.677	95.976	97.405	99.999	99.983	99.999
Colwellia_sp_PAMC_20917_genomic	85.626	85.646	0.013	13.778	13.254	8.436	43.770	77.803	78.669	69.243	69.313	0.484	37.375	0.0	84.365	54.737	80.052	99.608	99.710	99.997
Confluentimicrobium_sp_EMB200_NS6_genomic	96.162	96.386	0.0	85.526	84.452	80.979	92.148	95.619	96.813	93.363	93.427	31.789	83.478	0.0	95.690	88.954	96.281	99.996	99.920	99.997
Coraliomargarita_akajimensis_DSM_45221_genomic	0.418	0.405	0.0	0.0	0.0	0.0	0.014	0.538	0.103	0.123	0.120	0.0	0.150	0.0	0.347	0.142	0.288	11.594	47.460	54.858
Corynebacterium_marinum_DSM_44953_genomic	0.213	0.130	0.0	0.0	0.0	0.0	0.0	0.145	0.007	0.066	0.082	0.0	0.022	0.0	0.113	0.034	0.146	3.224	30.259	33.131
Corynebacterium_maris_DSM_45190_genomic	1.648	1.602	0.0	0.0	0.0	0.0	0.006	1.576	0.530	0.488	0.423	0.0	0.195	0.0	1.156	0.557	0.706	28.025	62.756	74.430
Corynebacterium_phocae_strain_M408_89_1_genomic	97.904	97.958	3.547	98.171	98.113	97.460	62.149	98.082	98.060	97.286	97.311	96.649	97.961	0.0	97.253	97.601	97.885	99.999	99.986	99.999
Corynebacterium_sphenisci_DSM_44792_genomic	3.056	2.946	0.0	0.0	0.0	0.0	0.007	2.977	1.569	0.720	0.786	0.003	0.566	0.0	1.714	0.805	1.257	45.614	74.197	87.057
Corynebacterium_stationis_strain_622_DSM_20302_genomic	52.005	52.099	0.0	0.968	0.957	0.411	5.197	43.454	33.238	30.195	30.167	0.078	10.355	0.0	49.424	23.413	41.389	93.201	96.586	99.780
Croceibacter_atlanticus_HTCC2559_genomic	28.543	28.527	0.0	0.093	0.093	0.0	1.031	24.411	17.063	11.373	11.470	0.0	2.529	0.0	25.507	7.526	19.534	84.064	93.098	99.185
Croceicoccus_naphthovorans_strain_PQ_2_genomic	11.781	11.614	0.0	0.743	0.659	0.618	1.021	11.980	6.965	5.239	5.011	0.068	2.168	0.0	10.518	4.191	7.496	61.810	83.518	94.175
Cupriavidus_sp_USMAA1020_genomic	74.721	74.927	0.0	6.206	6.039	2.876	26.439	68.790	67.069	51.087	51.042	0.115	16.314	0.0	70.413	31.377	59.744	98.822	99.228	99.986
Cyanothece_sp_ATCC_51142_genomic	35.822	35.820	0.009	0.380	0.367	0.153	1.811	30.544	19.897	18.515	18.410	0.080	7.121	0.0	33.962	13.617	26.853	86.205	92.923	99.091
Cyclobacterium_amurskyense_strain_KCTC_12363_genomic	72.455	73.264	0.0	3.829	3.643	1.959	19.765	63.434	58.405	51.112	51.019	0.151	21.136	0.0	71.334	38.197	62.082	97.940	98.561	99.975
Cyclobacterium_marinum_DSM_745_genomic	44.338	43.595	0.0	0.684	0.645	0.324	4.684	39.759	29.032	24.667	24.691	0.060	11.606	0.0	42.321	17.847	33.965	91.403	95.956	99.697
Cycloclasticus_sp_P1_genomic	99.778	99.778	88.081	89.611	89.372	80.712	67.257	94.494	93.427	99.363	99.397	68.585	97.837	2.880	94.384	88.241	19.640	100.000	99.998	100.000
Cycloclasticus_zancles_78_ME_genomic	74.366	75.828	34.721	35.304	32.875	36.826	47.000	34.832	32.764	21.261	21.238	45.031	24.491	0.767	27.164	31.971	27.504	100.000	99.992	100.000
Deferribacter_desulfuricans_SSM1_genomic	19.763	19.707	0.0	0.142	0.142	0.094	0.732	17.428	9.909	7.581	7.546	0.075	2.776	0.0	17.066	5.651	12.489	75.173	87.943	97.017
Denitrovibrio_acetiphilus_DSM_12809_genomic	43.017	43.051	0.0	0.859	0.829	0.489	3.707	36.983	26.375	25.049	25.041	0.245	5.631	0.0	41.646	18.456	34.080	89.190	96.105	99.587
Desulfobacterium_autotrophicum_HRM2_genomic	98.383	98.347	15.821	97.969	97.854	96.960	65.928	97.312	97.318	96.835	96.848	96.854	97.749	0.0	96.811	97.053	97.541	100.000	99.992	100.000
Desulfobacula_toluolica_Tol2_genomic	96.866	96.716	57.202	96.231	96.225	94.460	90.369	95.144	94.932	94.397	94.384	94.020	95.996	0.293	94.370	94.627	94.444	100.000	100.000	100.000
Desulfocapsa_sulfexigens_DSM_10523_genomic	98.340	98.345	0.753	99.577	99.619	99.051	66.646	99.233	99.187	98.955	98.976	97.487	99.244	0.0	99.111	98.967	99.240	100.000	99.992	100.000
Desulfococcus_multivorans_strain_DSM_2059_genomic	99.253	99.253	18.506	99.213	99.246	98.580	62.878	98.825	98.781	98.349	98.406	97.159	99.006	0.0	98.383	100.000	98.922	100.000	99.999	100.000
Desulfotalea_psychrophila_LSv54_genomic	99.105	99.081	97.866	98.679	98.617	98.463	96.361	98.868	98.928	98.339	98.439	97.542	98.766	0.0	98.195	98.395	98.395	100.000	99.989	100.000
Desulfotomaculum_reducens_MI_1_genomic	5.650	5.640	0.0	0.215	0.215	0.154	0.367	5.658	2.318	2.482	2.552	0.018	2.347	0.0	5.160	2.143	4.256	44.067	73.811	86.419
Desulfovibrio_africanus_str_Walvis_Bay_genomic	98.578	98.557	0.150	99.539	99.530	99.074	79.283	99.293	99.266	98.902	98.949	95.954	97.301	0.0	99.116	98.933	99.624	100.000	99.994	100.000
Desulfovibrio_desulfuricans_ND132_genomic	99.293	99.294	0.0	91.861	91.078	88.961	96.023	98.735	99.495	98.060	98.072	43.073	82.020	0.0	99.143	94.600	99.436	99.998	99.983	99.998
Desulfovibrio_hydrothermalis_AM13_genomic	99.397	99.434	31.965	99.378	99.361	99.183	91.343	99.359	99.259	99.051	98.997	99.025	99.089	0.0	99.077	99.196	99.148	99.999	99.996	100.000
Desulfovibrio_piezophilus_strain_C1TLV30_genomic	99.541	99.539	0.480	99.666	99.639	99.362	93.240	99.504	99.494	99.301	99.279	97.048	99.504	0.0	99.355	99.353	99.613	100.000	99.995	100.000
Desulfovibrio_salexigens_DSM_2638_genomic	99.297	99.268	0.0	87.819	86.990	83.897	94.241	98.336	99.199	96.973	97.097	33.466	93.424	0.0	99.163	96.877	99.191	99.997	99.979	99.997
Desulfurobacterium_thermolithotrophum_DSM_11699_genomic	21.555	21.537	0.0	0.265	0.265	0.253	0.804	19.197	11.472	9.311	9.259	0.231	8.871	0.0	19.096	6.987	14.618	75.438	90.493	97.996
Dinoroseobacter_shibae_DFL_12_genomic	96.260	96.155	0.0	83.371	82.381	79.309	92.688	95.684	96.115	93.726	93.712	28.551	80.094	0.0	96.318	88.401	96.404	99.992	99.887	99.993
Dokdonia_donghaensis_DSW_1_genomic	93.551	93.991	0.0	73.794	72.470	66.144	86.321	91.671	94.704	87.889	87.848	25.423	68.093	0.0	93.352	86.754	94.791	99.999	99.985	99.999
Dokdonia_sp_MED134_genomic	10.046	9.526	0.0	0.833	0.847	0.492	0.984	14.037	8.423	3.346	3.200	0.150	2.296	0.0	9.619	2.819	7.287	87.610	94.884	99.392
Dokdonia_sp_PRO95_genomic	5.500	5.407	0.0	0.068	0.068	0.065	0.633	4.495	2.538	0.890	0.835	0.0	0.474	0.0	4.113	0.675	2.876	60.142	83.249	93.927
Donghicola_sp_JLT3646_genomic	0.262	0.249	0.0	0.0	0.0	0.0	0.0	0.283	0.030	0.038	0.038	0.0	0.032	0.0	0.147	0.041	0.051	8.281	41.221	47.151
Draconibacterium_orientale_strain_FH5_genomic	98.595	98.588	0.260	98.968	99.037	98.214	91.098	98.495	98.466	98.071	98.069	94.477	98.080	0.0	98.300	98.200	98.981	100.000	99.994	100.000
Echinicola_vietnamensis_DSM_17526_genomic	26.417	26.439	0.0	0.173	0.173	0.121	0.899	23.911	12.646	12.830	12.808	0.053	3.714	0.0	25.088	9.929	19.277	78.940	90.519	98.318
Edwardsiella_piscicida_strain_S11_285_genomic	95.471	95.973	0.015	67.846	66.417	59.551	92.006	91.285	95.612	92.136	92.026	13.332	65.516	0.0	95.467	84.107	96.251	99.989	99.906	99.999
Edwardsiella_tarda_080813_genomic	1.733	1.554	0.0	0.129	0.124	0.062	0.129	3.004	1.021	0.788	0.774	0.052	0.789	0.0	1.466	0.677	0.993	41.725	73.026	85.405
Edwardsiella_tarda_EIB202_genomic	2.822	2.187	0.0	2.349	2.396	2.702	0.641	4.970	1.380	2.416	2.675	1.063	4.091	0.0	1.706	3.262	1.424	13.896	50.900	58.334
Erythrobacter_gangjinensis_strain_JCM_15420_genomic	65.713	65.756	0.0	2.822	2.742	1.266	13.839	58.571	54.956	41.733	41.736	0.009	11.664	0.0	62.842	26.677	52.994	97.671	98.589	99.968
Erythrobacter_litoralis_HTCC2594_genomic	99.345	99.376	0.044	97.999	97.749	96.852	91.311	98.909	99.443	97.607	97.648	69.928	84.386	0.0	99.202	97.026	99.214	99.998	99.971	99.998
Erythrobacter_litoralis_strain_DSM_8509_genomic	99.740	99.667	98.824	99.062	99.136	98.802	95.957	98.854	98.839	98.773	98.774	98.620	99.527	0.0	98.705	99.369	98.643	100.000	99.995	100.000
Erythrobacter_sp_s21_N3_genomic	11.974	11.882	0.0	0.073	0.073	0.039	0.182	11.185	5.412	4.215	4.125	0.0	1.570	0.0	10.306	3.136	7.716	62.704	83.736	94.530
Ferrimonas_balearica_DSM_9799_genomic	99.210	99.191	2.181	98.993	98.988	98.831	78.424	99.055	98.999	98.835	98.883	97.908	99.045	0.0	98.776	98.930	98.855	100.000	99.995	100.000
Ferroglobus_placidus_DSM_10642_genomic	0.904	0.896	0.0	0.0	0.0	0.0	0.027	1.176	0.218	0.400	0.429	0.0	0.280	0.0	0.694	0.518	0.416	16.415	55.565	64.699
Fervidobacterium_pennivorans_strain_DYC_genomic	1.740	1.730	0.0	0.053	0.053	0.029	0.079	2.332	0.539	0.678	0.714	0.033	0.278	0.0	1.794	0.678	1.349	25.563	62.977	74.004
Fibrella_aestuarina_strain_BUZ_2_genomic	0.140	0.133	0.0	0.0	0.0	0.0	0.0	0.345	0.023	0.048	0.049	0.0	0.038	0.0	0.124	0.065	0.134	7.646	39.505	45.282
Filomicrobium_sp_W1_genomic	82.792	83.125	0.0	5.710	5.540	2.745	28.958	72.546	69.249	64.174	64.183	0.075	23.375	0.0	81.696	51.456	74.868	98.929	99.201	99.993
Flammeovirga_sp_MY04_genomic	99.081	98.975	95.328	99.150	99.144	98.559	94.087	98.841	98.846	98.475	98.470	98.617	98.847	0.0	98.564	99.254	98.603	100.000	99.996	100.000
Flavobacteriaceae_bacterium_MAR_2010_188_genomic	44.399	44.404	0.0	0.440	0.440	0.161	3.508	37.731	27.086	24.057	24.001	0.072	7.022	0.0	42.147	16.740	33.980	90.939	95.958	99.677
Flavobacteriaceae_bacterium_UJ101_genomic	98.011	98.098	0.0	72.308	71.034	65.082	93.426	96.298	97.792	94.965	94.933	13.578	77.515	0.0	97.640	88.265	97.853	99.997	99.956	100.000
Flavobacterium_psychrophilum_FPG101_genomic	8.365	9.128	3.565	1.885	1.994	3.127	5.432	6.706	4.030	1.807	1.575	3.368	0.540	0.0	3.511	3.303	1.771	57.140	88.296	97.228
Flavobacterium_psychrophilum_FPG3_genomic	15.094	16.272	1.013	6.627	4.989	2.816	12.225	7.931	8.797	5.900	5.910	0.502	4.720	0.0	10.754	5.073	8.154	99.942	99.958	99.999
Flavobacterium_psychrophilum_V3_5_genomic	11.384	12.180	4.549	0.298	0.176	1.122	7.410	6.457	5.507	2.357	4.057	6.085	4.021	0.0	4.461	5.650	1.416	39.715	8.788	9.991
Flavobacterium_psychrophilum_V4_24_genomic	27.449	21.297	4.421	11.001	7.218	10.096	16.319	16.273	21.068	14.548	11.742	11.537	24.626	0.0	21.319	6.551	15.520	100.000	99.984	100.000
Flavobacterium_psychrophilum_strain_CSF259_93_genomic	13.534	11.508	4.034	11.932	4.007	4.708	14.867	8.690	6.549	6.777	5.556	7.695	4.694	0.0	6.517	7.766	5.872	65.407	94.478	99.984
Flavobacterium_psychrophilum_strain_MH1_genomic	15.529	15.815	4.707	4.858	9.651	15.045	6.342	7.618	5.421	12.377	13.113	15.466	3.138	0.0	7.665	11.913	4.975	39.550	60.374	65.936
Flavobacterium_psychrophilum_strain_PG2_genomic	11.882	11.706	3.997	4.212	5.728	7.712	2.679	6.434	4.864	3.568	1.912	4.778	0.450	0.0	8.950	2.837	6.420	45.540	82.723	95.314
Flavobacterium_psychrophilum_strain_VQ50_genomic	41.939	44.629	5.118	45.133	57.989	49.744	16.456	28.685	46.158	52.273	52.852	35.163	50.904	0.0	38.599	49.330	58.074	99.993	99.986	99.999
Flavobacterium_psychrophilum_v4_33_genomic	19.289	22.584	5.233	18.278	11.899	5.763	9.318	22.385	8.283	5.398	8.473	13.897	11.236	0.0	8.444	11.394	7.366	65.112	99.449	99.998
Flavobacterium_sp_LPB0076_genomic	16.652	16.588	0.0	0.263	0.245	0.103	0.449	15.793	8.977	5.892	5.851	0.038	1.787	0.0	14.539	4.604	10.580	72.796	88.864	97.335
Flexibacter_litoralis_DSM_6794_genomic	71.004	71.175	0.025	4.179	3.979	2.114	18.861	62.668	58.437	46.363	46.236	0.185	18.642	0.0	68.371	30.250	57.260	98.250	99.021	99.982
Flexistipes_sinusarabici_DSM_4947_genomic	81.911	82.065	0.209	14.300	13.999	8.902	44.115	74.288	75.865	69.028	68.927	1.001	42.825	0.0	81.807	56.914	77.311	99.490	99.795	99.997
Formosa_agariphila_KMM_3901_genomic	41.646	41.610	0.0	0.494	0.494	0.095	3.734	36.117	28.890	19.393	19.374	0.003	8.671	0.0	37.293	12.823	29.579	91.984	96.770	99.814
Formosa_haliotis_strain_LMG_28520_genomic	97.542	97.537	0.113	95.496	95.199	93.951	94.954	97.869	98.313	96.619	96.620	65.575	92.089	0.0	97.749	96.320	98.321	99.999	99.997	99.999
Formosa_sp_Hel1_33_131_genomic	0.134	0.134	0.0	0.0	0.0	0.0	0.0	0.131	0.085	0.059	0.053	0.0	0.007	0.0	0.064	0.064	0.124	4.121	32.578	36.203
Formosa_sp_Hel3_A1_48_genomic	98.577	98.655	0.0	68.809	67.506	60.770	92.649	96.225	98.199	95.432	95.477	11.966	75.093	0.0	98.453	90.315	98.707	99.983	99.981	99.999
Francisella_noatunensis_subsp_orientalis_FNO12_genomic	14.751	21.194	0.0	16.128	17.789	15.826	18.559	19.655	19.491	20.548	22.688	7.056	14.640	0.0	22.566	17.858	25.124	37.840	45.569	51.390
Francisella_noatunensis_subsp_orientalis_FNO24_genomic	18.301	12.375	0.0	15.122	16.271	16.510	12.952	18.524	15.325	20.716	15.457	4.929	13.638	0.0	14.488	17.346	16.063	33.907	45.135	52.226
Francisella_noatunensis_subsp_orientalis_LADL_07_285A_genomic	13.675	13.921	0.0	18.507	16.566	14.198	12.640	19.704	13.707	15.461	15.775	5.941	14.200	0.0	13.875	18.063	15.261	33.437	61.071	69.357
Francisella_noatunensis_subsp_orientalis_strain_FNO01_genomic	41.125	43.612	0.0	20.010	17.486	18.889	39.736	29.978	37.862	26.770	31.590	6.146	16.230	0.0	36.810	24.881	26.799	85.182	99.794	99.993
Francisella_noatunensis_subsp_orientalis_strain_FNO190_genomic	13.950	10.496	0.0	15.222	15.758	14.769	14.069	17.284	14.636	17.276	15.254	5.418	13.796	0.0	12.754	21.131	18.169	37.448	64.126	74.012
Francisella_sp_FSC1006_genomic	74.685	74.834	0.0	5.070	4.967	2.485	23.560	66.902	63.258	50.751	50.571	0.0	29.771	0.0	72.723	35.579	63.242	98.781	99.155	99.992
Francisella_sp_TX077310_genomic	46.316	46.280	0.023	1.006	1.006	0.348	4.977	41.003	33.918	25.574	25.509	0.197	6.893	0.0	44.092	16.621	34.715	93.359	96.907	99.745
GB02J24_S7_contigs	41.199	41.166	0.0	0.496	0.472	0.124	3.253	38.013	29.881	21.056	20.980	0.0	7.461	0.0	38.751	13.928	30.330	92.070	95.445	99.407
GB02J33_S8_contigs	55.870	56.111	0.0	1.313	1.287	0.386	7.485	49.249	41.529	31.012	31.231	0.014	13.507	0.0	54.247	21.214	43.216	94.776	95.228	99.402
GB02J45_S9_contigs	85.003	85.793	0.0	18.822	18.022	11.626	51.116	81.091	82.026	69.361	69.333	0.525	36.737	0.0	84.620	54.930	77.734	99.552	97.636	99.778
GB02J46_S10_contigs	2.760	2.750	0.0	0.029	0.029	0.0	0.093	3.029	0.673	0.864	0.868	0.008	0.309	0.0	2.258	0.933	1.614	32.783	66.751	78.640
GB04J27_S10_contigs	0.504	0.478	0.0	0.0	0.0	0.0	0.0	0.620	0.103	0.089	0.084	0.0	0.085	0.0	0.386	0.131	0.245	14.465	49.589	58.204
Geobacillus_kaustophilus_HTA426_genomic	87.643	89.229	0.014	27.106	26.150	18.856	63.066	81.346	84.490	77.800	77.659	1.993	59.853	0.0	86.297	67.659	84.213	99.813	99.893	99.994
Geobacillus_sp_12AMOR1_genomic	33.652	31.777	0.0	1.966	1.813	1.357	5.724	33.934	24.388	18.450	18.535	0.423	6.670	0.0	32.432	14.284	24.378	92.116	96.640	99.834
Geoglobus_acetivorans_SBH6_genomic	0.531	0.525	0.0	0.0	0.0	0.0	0.0	0.768	0.121	0.246	0.274	0.0	0.065	0.0	0.437	0.252	0.326	11.085	46.084	53.402
Geoglobus_ahangari_strain_234_genomic	31.827	31.834	0.0	0.060	0.060	0.0	1.086	28.887	16.710	15.271	15.259	0.0	2.861	0.0	30.180	13.565	23.762	84.023	93.116	98.935
Gillisia_sp_Hel1_33_143_genomic	24.434	24.397	0.0	0.216	0.216	0.117	0.576	23.029	14.223	10.600	10.509	0.086	2.490	0.0	22.243	7.193	17.344	81.984	91.444	98.561
Glaciecola_nitratireducens_FR1064_genomic	99.572	99.582	0.086	99.531	99.507	99.380	96.265	99.491	99.539	99.235	99.259	94.144	97.412	0.0	99.377	99.298	99.414	100.000	99.994	100.000
Glaciecola_sp_4H_3_7_YE_5_genomic	98.231	98.247	0.0	86.223	85.311	82.333	93.935	97.312	98.046	96.414	96.444	33.906	87.680	0.0	97.917	95.550	98.308	99.999	99.963	99.999
Gramella_forsetii_KT0803_genomic	76.345	76.357	0.0	6.244	5.977	3.007	25.274	68.674	65.748	54.549	54.508	0.114	26.910	0.0	74.776	39.285	65.555	98.893	99.374	99.993
Gramella_sp_LPB0144_genomic	29.617	29.555	0.0	0.207	0.207	0.079	1.671	26.259	17.245	14.021	14.001	0.039	4.988	0.0	27.812	10.234	21.516	83.692	93.185	99.175
Gramella_sp_MAR_2010_102_genomic	96.029	96.069	0.038	50.728	49.385	40.760	84.133	92.563	94.719	91.240	91.296	4.181	63.331	0.0	95.728	83.991	95.795	99.971	99.955	99.998
Gramella_sp_MAR_2010_147_genomic	0.070	0.070	0.0	0.0	0.0	0.0	0.058	0.061	0.019	0.0	0.0	0.0	0.068	0.0	0.040	0.009	0.023	0.879	17.201	18.135
Hahella_chejuensis_KCTC_2396_genomic	98.911	98.874	0.082	98.248	98.166	97.628	94.825	98.807	98.833	98.384	98.379	86.745	93.115	0.0	98.631	98.402	98.865	99.999	99.994	99.999
Halanaeroarchaeum_sulfurireducens_strain_M27_SA2_genomic	1.821	1.786	0.0	0.0	0.0	0.0	0.0	2.026	0.374	0.415	0.426	0.0	0.226	0.0	1.310	0.479	0.878	26.663	62.112	74.152
Haliangium_ochraceum_DSM_14365_genomic	96.033	96.042	0.030	78.044	76.830	72.056	92.625	95.172	96.247	93.066	93.059	16.506	94.990	0.0	95.532	100.000	95.890	99.997	99.994	99.999
Haloarcula_hispanica_ATCC_33960_genomic	22.808	22.736	0.0	0.123	0.123	0.040	1.483	20.669	14.747	11.022	11.192	0.0	3.501	0.0	20.756	7.545	15.753	59.496	81.912	93.349
Haloarcula_sp_CBA1115_genomic	18.408	18.450	0.0	0.158	0.158	0.077	1.153	16.259	11.420	9.128	9.004	0.0	2.860	0.0	17.526	6.385	13.092	52.463	79.458	91.063
Haloferax_gibbonsii_strain_ARA6_genomic	10.429	10.244	0.0	0.078	0.078	0.041	0.118	11.292	5.410	3.388	3.368	0.0	1.034	0.0	8.810	2.652	6.238	64.838	84.528	94.811
Haloferax_mediterranei_ATCC_33500_genomic	96.472	96.793	0.0	35.869	34.806	27.141	75.702	91.199	93.222	89.959	90.006	1.798	61.027	0.0	95.858	80.296	95.405	99.893	99.805	99.993
Halogeometricum_borinquense_DSM_11551_genomic	3.319	3.304	0.0	0.0	0.0	0.0	0.018	3.933	1.181	0.920	0.947	0.0	0.487	0.0	3.110	0.914	2.162	36.270	68.913	81.620
Halolamina_sediminis_strain_Hb3_genomic	98.566	98.576	1.659	99.196	99.169	99.008	98.385	99.176	99.173	98.879	98.841	96.195	100.000	0.0	98.953	98.912	99.030	100.000	99.999	100.000
Halolamina_sediminis_strain_halo7_genomic	4.590	4.534	0.0	0.0	0.0	0.0	0.027	4.166	1.684	1.206	1.083	0.0	0.495	0.0	3.307	1.139	2.362	43.091	73.295	86.081
Halomonas_elongata_DSM_2581_genomic	0.826	0.798	0.0	0.0	0.0	0.0	0.002	0.850	0.366	0.208	0.223	0.0	0.045	0.0	0.517	0.223	0.338	20.175	56.962	66.565
