Assemblies	A-STAR_contig_hybrid	A-STAR_scaffold_hybrid	ABySS_short	HipMer_cgraph-ono_short	HipMer_cgraph_short	HipMer_Metagenome_short	Miniasm_GATB_hybrid	Megahit_v1.1.4-2_short	Megahit_v1.1.2_short	metaSPAdes_v3.13.0_short	metaSPAdes_v3.13.1_short	Ray-Meta_short	SPAdes_v3.14-dev_short	Flye_long	Megahit_V1.2.7-inhouse_short	metaSPAdes_v3.13.1-inhouse_short	OPERA-MS-inhouse_hybrid	pooled_short_gsa	pooled_long_gsa	pooled_hybrid_gsa
Candidatus_Nitrosopumilus_sp_AR2_genomic	63.544	63.553	0.399	99.901	99.889	99.823	95.683	99.803	99.942	99.562	99.515	98.290	97.281	0.0	99.263	99.680	99.405	99.998	99.971	99.998
Candidatus_Nitrosopumilus_sp_D3C_genomic	49.775	48.905	0.0	6.910	6.862	3.171	27.598	5.985	34.287	20.412	20.092	0.076	1.904	0.0	33.215	16.869	19.714	99.221	99.460	99.990
Candidatus_Nitrosopumilus_sp_NF5_genomic	31.583	30.605	0.0	1.481	1.481	0.693	11.129	3.919	20.242	9.628	9.643	0.0	2.433	0.0	20.626	7.725	16.137	96.516	98.283	99.929
Candidatus_Pelagibacter_sp_IMCC9063_genomic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.411	13.902	14.242
Candidatus_Pelagibacter_ubique_HTCC1062_genomic	33.981	33.958	0.0	1.935	1.941	0.890	11.524	4.461	21.327	10.945	11.264	0.0	2.514	0.0	23.800	8.102	14.333	97.411	98.580	99.977
Candidatus_Puniceispirillum_marinum_IMCC1322_genomic	0.031	0.031	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.004	0.0	0.0	0.0	0.0	0.049	0.014	0.048	7.644	40.501	46.056
Candidatus_Ruthia_magnifica_str_Cm_Calyptogena_magnifica_genomic	36.258	35.902	0.0	1.636	1.636	0.589	12.145	3.288	21.220	14.060	14.055	0.0	4.186	0.0	25.762	10.210	15.727	96.643	97.665	99.946
Candidatus_Thioglobus_singularis_PS1_genomic	53.291	53.924	0.0	8.224	7.931	4.225	37.479	4.418	28.709	26.433	26.617	0.111	1.222	0.0	37.426	23.768	13.276	97.116	98.774	99.962
Candidatus_Thioglobus_singularis_strain_GG2_genomic	6.901	4.504	0.0	2.430	2.488	1.730	8.148	1.791	4.972	6.460	6.205	0.062	0.878	0.0	5.100	5.216	2.412	73.076	90.582	97.219
Candidatus_Thioglobus_sp_EF1_genomic	7.836	7.900	0.0	0.283	0.249	0.039	0.769	1.246	3.751	2.269	2.309	0.091	0.378	0.0	5.519	1.925	3.847	76.714	88.285	97.662
Candidatus_Vesicomyosocius_okutanii_HA_genomic	0.538	0.499	0.0	0.0	0.0	0.0	0.0	0.408	0.403	0.074	0.099	0.0	0.054	0.0	0.509	0.125	0.311	39.748	70.998	84.321
Carnobacterium_sp_17_4_genomic	1.122	1.118	0.0	0.035	0.035	0.0	0.0	0.120	0.277	0.222	0.214	0.0	0.187	0.0	0.813	0.173	0.523	44.370	73.989	87.264
Celeribacter_indicus_P73_genomic	92.091	92.180	0.082	79.152	78.050	73.614	91.081	56.843	93.571	86.872	86.738	22.781	17.941	0.0	91.594	71.804	76.694	99.992	99.926	99.995
Celeribacter_marinus_strain_IMCC12053_genomic	38.043	37.823	0.0	2.234	2.170	0.983	13.534	5.027	21.982	15.183	15.398	0.119	1.220	0.0	29.050	13.568	17.050	96.939	98.425	99.959
Cellulophaga_algicola_DSM_14237_genomic	25.573	25.469	0.014	1.538	1.533	0.817	7.606	4.816	17.696	7.224	7.243	0.178	0.792	0.0	17.389	5.289	12.196	96.569	98.001	99.927
Cellulophaga_baltica_18_genomic	66.994	66.800	0.0	66.739	65.851	60.523	40.040	54.236	61.233	72.657	72.786	52.229	54.089	0.0	66.723	67.242	34.181	99.999	99.991	100.000
Cellulophaga_baltica_NN016038_genomic	38.853	38.911	0.072	47.727	47.541	44.599	34.024	42.239	50.031	33.753	32.746	34.362	16.590	0.0	42.145	37.977	26.552	99.999	99.987	99.999
Cellulophaga_lytica_DSM_7489_genomic	40.513	39.918	0.0	24.152	22.925	19.644	35.815	11.422	38.127	30.911	32.740	3.700	2.654	0.0	37.745	23.768	21.163	89.753	97.739	99.954
Cellulophaga_lytica_strain_DAU203_genomic	4.590	3.084	0.0	3.796	3.908	3.309	3.615	1.590	3.893	4.203	3.924	1.022	1.287	0.0	3.240	3.705	2.042	62.085	84.100	94.674
Cellulophaga_lytica_strain_HI1_genomic	44.695	46.302	0.0	25.986	25.882	20.378	46.317	12.039	41.319	36.756	34.892	3.921	3.889	0.0	44.478	27.698	20.739	94.816	99.163	99.981
Cenarchaeum_symbiosum_A_genomic	59.898	60.074	0.0	6.529	6.255	3.063	28.484	8.139	36.455	29.655	29.562	0.077	2.306	0.0	47.945	27.472	23.294	98.825	99.197	99.993
Chlorobium_phaeobacteroides_BS1_genomic	94.745	94.733	0.655	97.685	97.674	96.167	94.787	96.676	96.768	95.901	95.890	93.426	96.705	0.0	96.330	96.329	96.280	99.999	99.980	99.999
Chlorobium_phaeovibrioides_DSM_265_genomic	8.186	8.215	0.0	0.054	0.054	0.054	0.735	1.409	3.581	2.365	2.292	0.0	0.594	0.0	6.091	1.976	4.404	76.412	90.866	97.994
Chloroherpeton_thalassium_ATCC_35110_genomic	95.565	95.557	1.108	99.763	99.748	99.691	77.051	99.421	99.641	99.686	99.692	97.434	99.673	0.0	98.939	99.853	99.739	99.999	99.993	99.999
Chromohalobacter_salexigens_DSM_3043_genomic	3.421	3.400	0.0	0.030	0.032	0.0	0.150	0.911	1.485	0.892	0.861	0.0	0.248	0.0	2.053	0.843	1.601	66.343	86.110	95.502
Citromicrobium_sp_JL477_genomic	25.208	24.981	0.0	0.834	0.815	0.348	7.277	3.430	16.493	7.762	7.842	0.0	1.270	0.0	15.413	6.080	11.396	94.911	98.217	99.911
Clostridium_botulinum_202F_genomic	93.151	93.154	7.928	98.666	98.630	98.575	69.417	98.187	98.803	98.477	98.579	98.507	98.821	0.0	98.429	98.632	98.180	100.000	99.992	100.000
Clostridium_stercorarium_subsp_thermolacticum_DSM_2910_genomic	85.542	85.197	0.082	24.800	24.195	16.672	62.618	12.155	64.528	58.843	58.836	0.682	4.809	0.0	78.275	52.784	31.360	99.846	99.788	99.997
Colwellia_psychrerythraea_34H_genomic	96.586	96.769	1.211	98.711	98.740	98.485	51.423	98.441	98.508	98.231	98.244	96.566	98.476	0.0	97.967	98.460	98.645	100.000	99.984	100.000
Colwellia_sp_MT41_genomic	95.532	95.582	0.075	96.301	96.039	95.432	91.263	92.685	95.773	94.586	94.561	81.318	56.609	0.0	95.657	94.449	91.987	99.999	99.983	99.999
Colwellia_sp_PAMC_20917_genomic	69.637	69.896	0.013	13.542	13.081	8.336	43.502	9.728	50.316	36.986	37.337	0.484	3.701	0.0	56.652	31.212	26.038	99.608	99.710	99.997
Confluentimicrobium_sp_EMB200_NS6_genomic	91.993	92.028	0.0	84.481	83.690	80.641	91.205	64.500	93.891	88.838	88.787	31.685	25.001	0.0	92.368	75.888	82.371	99.996	99.920	99.997
Coraliomargarita_akajimensis_DSM_45221_genomic	0.135	0.131	0.0	0.0	0.0	0.0	0.014	0.043	0.002	0.054	0.054	0.0	0.034	0.0	0.118	0.047	0.091	11.594	47.460	54.858
Corynebacterium_marinum_DSM_44953_genomic	0.014	0.009	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.004	0.057	3.224	30.259	33.131
Corynebacterium_maris_DSM_45190_genomic	0.232	0.218	0.0	0.0	0.0	0.0	0.0	0.097	0.088	0.055	0.066	0.0	0.019	0.0	0.085	0.087	0.109	28.025	62.756	74.430
Corynebacterium_phocae_strain_M408_89_1_genomic	73.446	73.462	3.537	98.104	98.113	97.172	49.366	97.709	97.821	97.123	97.147	96.648	97.560	0.0	96.937	97.562	97.415	99.999	99.986	99.999
Corynebacterium_sphenisci_DSM_44792_genomic	0.631	0.599	0.0	0.0	0.0	0.0	0.007	0.191	0.377	0.104	0.114	0.003	0.010	0.0	0.367	0.153	0.341	45.614	74.197	87.057
Corynebacterium_stationis_strain_622_DSM_20302_genomic	25.820	25.618	0.0	0.915	0.905	0.390	5.166	3.334	13.100	9.189	9.239	0.078	1.137	0.0	19.364	8.152	13.425	93.201	96.586	99.780
Croceibacter_atlanticus_HTCC2559_genomic	10.215	10.166	0.0	0.093	0.093	0.0	0.972	1.524	5.595	2.873	2.878	0.0	0.262	0.0	7.269	2.265	5.000	84.064	93.098	99.185
Croceicoccus_naphthovorans_strain_PQ_2_genomic	3.953	3.601	0.0	0.725	0.659	0.618	0.980	1.422	2.625	1.858	1.592	0.068	0.407	0.0	3.152	1.228	1.811	61.810	83.518	94.175
Cupriavidus_sp_USMAA1020_genomic	52.828	52.678	0.0	6.060	5.914	2.829	26.308	7.343	34.839	19.138	19.059	0.115	1.790	0.0	34.491	13.557	21.796	98.822	99.228	99.986
Cyanothece_sp_ATCC_51142_genomic	14.581	14.594	0.009	0.370	0.356	0.153	1.786	2.198	6.782	4.724	4.747	0.080	1.027	0.0	10.428	4.265	7.993	86.205	92.923	99.091
Cyclobacterium_amurskyense_strain_KCTC_12363_genomic	43.117	42.839	0.0	3.683	3.527	1.902	18.950	5.608	26.419	19.066	19.100	0.151	1.798	0.0	33.357	16.765	18.315	97.940	98.561	99.975
Cyclobacterium_marinum_DSM_745_genomic	18.921	18.684	0.0	0.615	0.571	0.298	4.129	2.856	9.987	6.879	6.908	0.060	1.361	0.0	13.190	5.482	8.995	91.403	95.956	99.697
Cycloclasticus_sp_P1_genomic	99.859	99.854	88.081	88.565	89.159	71.970	54.922	92.451	93.118	99.363	99.397	68.585	97.905	2.880	93.753	88.241	7.654	100.000	99.998	100.000
Cycloclasticus_zancles_78_ME_genomic	65.955	67.067	33.810	35.101	32.413	33.777	45.099	31.323	31.586	20.414	20.403	45.031	24.155	0.767	26.092	31.620	14.919	100.000	99.992	100.000
Deferribacter_desulfuricans_SSM1_genomic	6.191	6.185	0.0	0.142	0.142	0.094	0.732	1.162	3.242	1.644	1.608	0.075	0.529	0.0	3.651	1.324	2.442	75.173	87.943	97.017
Denitrovibrio_acetiphilus_DSM_12809_genomic	20.248	20.196	0.0	0.797	0.777	0.488	3.496	2.719	10.095	7.643	7.618	0.223	0.633	0.0	14.517	5.867	10.489	89.190	96.105	99.587
Desulfobacterium_autotrophicum_HRM2_genomic	92.558	92.609	15.845	97.897	97.774	96.851	22.472	97.103	97.109	96.835	96.850	96.853	97.740	0.0	96.623	97.054	96.398	100.000	99.992	100.000
Desulfobacula_toluolica_Tol2_genomic	94.744	94.652	57.128	96.231	96.225	94.350	42.710	94.835	94.684	94.397	94.384	94.020	95.996	0.293	94.274	94.611	88.998	100.000	100.000	100.000
Desulfocapsa_sulfexigens_DSM_10523_genomic	84.887	84.969	0.753	99.569	99.619	99.037	43.970	99.145	99.177	98.955	98.976	97.428	99.148	0.0	99.009	98.967	98.930	100.000	99.992	100.000
Desulfococcus_multivorans_strain_DSM_2059_genomic	78.321	78.205	18.502	99.211	99.243	98.530	35.580	98.479	98.735	98.349	98.406	97.159	98.989	0.0	98.305	100.000	98.352	100.000	99.999	100.000
Desulfotalea_psychrophila_LSv54_genomic	98.646	98.646	97.550	98.709	98.612	98.258	90.501	97.928	98.546	98.148	98.177	97.487	98.788	0.0	97.756	98.167	98.288	100.000	99.989	100.000
Desulfotomaculum_reducens_MI_1_genomic	1.619	1.615	0.0	0.215	0.215	0.154	0.367	0.353	0.834	0.601	0.642	0.018	0.509	0.0	1.561	0.739	1.023	44.067	73.811	86.419
Desulfovibrio_africanus_str_Walvis_Bay_genomic	79.526	79.667	0.150	99.539	99.530	99.074	77.863	99.175	99.160	98.902	98.871	95.873	80.274	0.0	99.032	98.802	99.615	100.000	99.994	100.000
Desulfovibrio_desulfuricans_ND132_genomic	77.428	77.572	0.0	91.753	90.970	88.754	95.998	76.305	98.743	95.247	95.315	43.072	22.427	0.0	97.787	83.782	94.348	99.998	99.983	99.998
Desulfovibrio_hydrothermalis_AM13_genomic	98.981	98.941	31.926	99.378	99.361	99.082	66.023	99.161	99.200	99.025	98.997	99.025	99.066	0.0	98.863	99.196	99.142	99.999	99.996	100.000
Desulfovibrio_piezophilus_strain_C1TLV30_genomic	65.159	65.183	0.480	99.547	99.639	99.322	88.416	99.344	99.362	99.284	99.250	97.048	99.284	0.0	99.325	99.337	99.506	100.000	99.995	100.000
Desulfovibrio_salexigens_DSM_2638_genomic	97.458	97.440	0.0	87.679	86.926	83.749	94.237	65.816	98.069	95.173	95.291	33.444	44.789	0.0	98.250	93.626	96.408	99.997	99.979	99.997
Desulfurobacterium_thermolithotrophum_DSM_11699_genomic	7.972	7.917	0.0	0.265	0.265	0.253	0.804	1.359	3.661	2.136	2.157	0.231	1.759	0.0	5.610	1.844	4.101	75.438	90.493	97.996
Dinoroseobacter_shibae_DFL_12_genomic	91.627	91.644	0.0	83.011	82.147	79.162	91.975	62.694	94.160	88.487	88.449	28.481	20.278	0.0	92.864	75.206	82.825	99.992	99.887	99.993
Dokdonia_donghaensis_DSW_1_genomic	86.935	87.262	0.0	73.417	72.332	65.911	86.052	34.594	83.288	80.177	80.094	25.263	10.817	0.0	82.571	76.892	44.778	99.999	99.985	99.999
Dokdonia_sp_MED134_genomic	2.954	2.870	0.0	0.423	0.449	0.186	0.387	0.777	1.854	0.540	0.504	0.092	0.162	0.0	1.652	0.523	1.427	87.610	94.884	99.392
Dokdonia_sp_PRO95_genomic	1.022	1.015	0.0	0.016	0.016	0.020	0.028	0.258	0.485	0.119	0.120	0.0	0.040	0.0	0.802	0.093	0.482	60.142	83.249	93.927
Donghicola_sp_JLT3646_genomic	0.066	0.063	0.0	0.007	0.0	0.0	0.0	0.010	0.008	0.008	0.008	0.0	0.038	0.0	0.057	0.016	0.017	8.281	41.221	47.151
Draconibacterium_orientale_strain_FH5_genomic	89.387	89.442	0.260	98.968	99.037	98.161	89.280	98.306	98.458	98.027	97.990	94.477	93.688	0.0	98.185	98.128	98.619	100.000	99.994	100.000
Echinicola_vietnamensis_DSM_17526_genomic	9.141	9.174	0.0	0.173	0.173	0.121	0.864	1.680	3.909	3.105	3.097	0.053	0.622	0.0	6.877	2.536	5.053	78.940	90.519	98.318
Edwardsiella_piscicida_strain_S11_285_genomic	91.460	92.353	0.015	67.634	66.299	59.167	91.554	37.693	89.949	82.865	82.839	13.295	7.951	0.0	89.286	68.394	60.278	99.989	99.906	99.999
Edwardsiella_tarda_080813_genomic	0.345	0.344	0.0	0.089	0.083	0.030	0.090	0.162	0.243	0.072	0.083	0.052	0.058	0.0	0.200	0.129	0.152	41.725	73.026	85.405
Edwardsiella_tarda_EIB202_genomic	1.584	0.847	0.0	2.337	2.382	2.672	0.514	1.114	0.773	1.449	1.564	1.046	0.629	0.0	1.274	1.955	1.127	13.896	50.900	58.334
Erythrobacter_gangjinensis_strain_JCM_15420_genomic	39.612	39.319	0.0	2.734	2.654	1.218	13.731	4.654	24.222	14.573	14.734	0.006	1.532	0.0	26.620	10.226	16.665	97.671	98.589	99.968
Erythrobacter_litoralis_HTCC2594_genomic	96.600	96.735	0.044	97.898	97.749	96.815	91.070	89.081	97.936	96.114	96.380	69.873	29.435	0.0	97.319	93.094	97.530	99.998	99.971	99.998
Erythrobacter_litoralis_strain_DSM_8509_genomic	99.653	99.580	98.824	99.097	99.136	98.688	85.940	98.760	98.804	98.662	98.738	98.620	99.527	0.0	98.611	99.369	98.145	100.000	99.995	100.000
Erythrobacter_sp_s21_N3_genomic	3.023	3.022	0.0	0.073	0.073	0.038	0.172	0.775	1.518	0.771	0.760	0.0	0.241	0.0	1.862	0.629	1.480	62.704	83.736	94.530
Ferrimonas_balearica_DSM_9799_genomic	99.128	99.106	2.181	98.994	98.989	98.812	75.980	98.856	98.906	98.817	98.862	97.908	99.034	0.0	98.592	98.905	98.855	100.000	99.995	100.000
Ferroglobus_placidus_DSM_10642_genomic	0.178	0.178	0.0	0.0	0.0	0.0	0.0	0.082	0.007	0.079	0.130	0.0	0.007	0.0	0.097	0.058	0.035	16.415	55.565	64.699
Fervidobacterium_pennivorans_strain_DYC_genomic	0.552	0.552	0.0	0.053	0.053	0.029	0.079	0.158	0.186	0.187	0.217	0.011	0.0	0.0	0.317	0.166	0.306	25.563	62.977	74.004
Fibrella_aestuarina_strain_BUZ_2_genomic	0.010	0.008	0.0	0.0	0.0	0.0	0.0	0.033	0.009	0.004	0.004	0.0	0.001	0.0	0.018	0.005	0.012	7.646	39.505	45.282
Filomicrobium_sp_W1_genomic	62.547	62.198	0.0	5.621	5.451	2.726	28.922	7.262	37.885	28.956	29.152	0.075	1.625	0.0	47.497	26.212	23.739	98.929	99.201	99.993
Flammeovirga_sp_MY04_genomic	98.927	98.826	95.276	99.150	99.144	98.530	78.202	98.653	98.676	98.427	98.457	98.617	98.847	0.0	98.271	99.254	98.588	100.000	99.996	100.000
Flavobacteriaceae_bacterium_MAR_2010_188_genomic	19.351	19.317	0.0	0.412	0.412	0.161	3.479	2.664	10.361	6.571	6.510	0.072	0.836	0.0	13.879	5.282	8.749	90.939	95.958	99.677
Flavobacteriaceae_bacterium_UJ101_genomic	95.001	95.208	0.0	72.041	70.809	64.858	93.337	41.716	94.668	84.729	84.816	13.574	14.259	0.0	93.983	72.041	68.569	99.997	99.956	100.000
Flavobacterium_psychrophilum_FPG101_genomic	5.465	5.901	3.556	1.901	2.085	3.130	2.172	5.082	3.606	1.474	1.215	1.616	0.272	0.0	3.259	3.118	0.540	57.140	88.296	97.228
Flavobacterium_psychrophilum_FPG3_genomic	10.255	10.541	1.016	6.114	4.505	2.783	7.239	2.133	7.510	4.484	4.536	0.502	0.603	0.0	7.824	3.439	5.503	99.942	99.958	99.999
Flavobacterium_psychrophilum_V3_5_genomic	8.258	9.265	4.549	0.328	0.193	1.147	1.950	6.474	1.165	2.357	4.063	6.085	3.978	0.0	4.948	5.650	8.281	39.715	8.788	9.991
Flavobacterium_psychrophilum_V4_24_genomic	28.945	21.678	4.430	10.918	7.713	10.085	3.393	17.038	17.583	14.521	11.742	11.537	24.594	0.0	18.801	6.522	17.087	100.000	99.984	100.000
Flavobacterium_psychrophilum_strain_CSF259_93_genomic	9.115	7.157	4.053	7.822	4.003	4.688	3.477	7.185	5.623	6.473	5.219	7.695	4.530	0.0	5.895	7.273	5.076	65.407	94.478	99.984
Flavobacterium_psychrophilum_strain_MH1_genomic	13.842	12.026	4.644	4.527	9.417	15.045	6.277	7.055	4.762	12.072	12.835	15.466	2.989	0.0	8.853	11.783	4.804	39.550	60.374	65.936
Flavobacterium_psychrophilum_strain_PG2_genomic	7.212	8.214	3.997	4.244	5.892	7.618	2.772	3.047	4.606	3.376	1.674	6.521	0.067	0.0	5.045	2.682	1.513	45.540	82.723	95.314
Flavobacterium_psychrophilum_strain_VQ50_genomic	38.049	40.817	5.118	49.366	57.734	49.715	10.316	31.765	53.081	52.273	52.835	35.163	50.886	0.0	40.774	49.554	54.007	99.993	99.986	99.999
Flavobacterium_psychrophilum_v4_33_genomic	14.387	19.761	5.274	19.020	12.026	5.765	6.799	22.351	9.153	5.398	8.469	13.897	11.218	0.0	10.839	11.394	6.404	65.112	99.449	99.998
Flavobacterium_sp_LPB0076_genomic	4.555	4.506	0.0	0.235	0.218	0.085	0.418	1.033	2.293	1.342	1.311	0.038	0.244	0.0	3.292	0.991	2.215	72.796	88.864	97.335
Flexibacter_litoralis_DSM_6794_genomic	46.531	46.600	0.025	4.096	3.896	2.089	18.667	5.835	29.006	16.997	17.004	0.185	1.857	0.0	30.400	12.321	18.057	98.250	99.021	99.982
Flexistipes_sinusarabici_DSM_4947_genomic	65.944	66.388	0.209	14.128	13.842	8.820	43.957	10.745	49.294	40.276	40.242	1.001	4.636	0.0	58.951	33.437	24.651	99.490	99.795	99.997
Formosa_agariphila_KMM_3901_genomic	18.699	18.618	0.0	0.494	0.494	0.095	3.692	2.664	10.409	5.152	5.062	0.0	1.041	0.0	11.987	3.914	8.372	91.984	96.770	99.814
Formosa_haliotis_strain_LMG_28520_genomic	82.228	82.150	0.113	95.447	95.159	93.951	94.765	87.185	97.813	95.665	95.604	65.547	49.040	0.0	96.563	93.558	93.943	99.999	99.997	99.999
Formosa_sp_Hel1_33_131_genomic	0.025	0.025	0.0	0.0	0.0	0.003	0.0	0.022	0.003	0.004	0.004	0.0	0.006	0.0	0.010	0.015	0.017	4.121	32.578	36.203
Formosa_sp_Hel3_A1_48_genomic	96.456	96.630	0.0	68.790	67.495	60.523	92.444	38.748	94.279	87.180	87.270	11.966	9.736	0.0	95.097	75.921	63.988	99.983	99.981	99.999
Francisella_noatunensis_subsp_orientalis_FNO12_genomic	14.382	21.628	0.0	16.128	17.789	15.826	18.559	11.857	18.754	19.505	21.677	7.091	3.828	0.0	21.052	16.190	20.254	37.840	45.569	51.390
Francisella_noatunensis_subsp_orientalis_FNO24_genomic	17.457	10.904	0.0	15.122	16.271	16.498	12.876	10.327	14.409	20.475	14.809	4.895	3.584	0.0	15.184	16.168	13.025	33.907	45.135	52.226
Francisella_noatunensis_subsp_orientalis_LADL_07_285A_genomic	13.730	11.607	0.0	18.424	16.526	14.115	12.388	12.132	13.309	14.504	15.110	5.941	3.265	0.0	13.840	16.674	13.136	33.437	61.071	69.357
Francisella_noatunensis_subsp_orientalis_strain_FNO01_genomic	40.789	43.224	0.0	19.960	17.459	18.760	39.482	17.419	37.461	26.044	30.602	6.146	3.674	0.0	35.980	23.003	22.984	85.182	99.794	99.993
Francisella_noatunensis_subsp_orientalis_strain_FNO190_genomic	12.863	11.725	0.0	15.193	15.757	14.768	13.841	9.503	13.964	16.369	14.583	5.418	2.992	0.0	12.198	19.227	17.687	37.448	64.126	74.012
Francisella_sp_FSC1006_genomic	50.007	49.580	0.0	4.934	4.799	2.423	23.123	5.892	30.501	18.888	18.900	0.0	3.408	0.0	35.802	15.869	20.993	98.781	99.155	99.992
Francisella_sp_TX077310_genomic	21.463	21.262	0.023	1.019	1.019	0.359	4.807	4.310	13.582	6.883	6.822	0.197	0.456	0.0	15.485	5.504	10.425	93.359	96.907	99.745
GB02J24_S7_contigs	17.922	17.840	0.0	0.465	0.465	0.124	3.148	3.022	10.963	5.735	5.632	0.0	0.929	0.0	12.577	4.484	8.820	92.070	95.445	99.407
GB02J33_S8_contigs	26.100	25.712	0.0	1.235	1.210	0.379	7.419	3.800	14.349	10.117	10.038	0.012	1.475	0.0	17.247	7.513	11.384	94.776	95.228	99.402
GB02J45_S9_contigs	64.691	63.735	0.0	17.986	17.235	11.296	45.985	11.382	48.978	37.466	37.635	0.505	2.877	0.0	50.905	31.461	26.066	99.552	97.636	99.778
GB02J46_S10_contigs	0.471	0.465	0.0	0.007	0.0	0.0	0.009	0.118	0.224	0.161	0.176	0.0	0.029	0.0	0.402	0.176	0.295	32.783	66.751	78.640
GB04J27_S10_contigs	0.087	0.082	0.0	0.0	0.0	0.0	0.002	0.048	0.017	0.010	0.014	0.0	0.037	0.0	0.073	0.021	0.034	14.465	49.589	58.204
Geobacillus_kaustophilus_HTA426_genomic	68.007	67.240	0.014	26.519	25.567	18.579	60.095	12.894	50.833	49.026	49.048	1.952	7.843	0.0	57.240	42.926	26.559	99.813	99.893	99.994
Geobacillus_sp_12AMOR1_genomic	13.574	13.194	0.0	1.606	1.525	1.300	4.342	3.238	8.186	5.240	5.382	0.423	1.228	0.0	9.901	5.089	7.160	92.116	96.640	99.834
Geoglobus_acetivorans_SBH6_genomic	0.053	0.053	0.0	0.0	0.0	0.0	0.0	0.061	0.063	0.006	0.006	0.0	0.004	0.0	0.050	0.016	0.053	11.085	46.084	53.402
Geoglobus_ahangari_strain_234_genomic	12.297	12.237	0.0	0.060	0.060	0.0	1.086	1.826	5.084	3.769	3.766	0.0	0.346	0.0	9.261	3.604	5.539	84.023	93.116	98.935
Gillisia_sp_Hel1_33_143_genomic	8.304	8.248	0.0	0.219	0.219	0.117	0.536	1.382	4.124	2.297	2.314	0.086	0.270	0.0	5.867	1.763	4.333	81.984	91.444	98.561
Glaciecola_nitratireducens_FR1064_genomic	91.118	91.176	0.086	99.472	99.442	99.352	95.972	99.359	99.473	99.224	99.244	94.144	79.677	0.0	99.274	99.194	99.296	100.000	99.994	100.000
Glaciecola_sp_4H_3_7_YE_5_genomic	96.466	96.573	0.0	85.951	85.119	82.090	93.884	63.285	96.367	94.857	94.918	33.862	32.413	0.0	96.311	92.487	88.820	99.999	99.963	99.999
Gramella_forsetii_KT0803_genomic	52.500	52.224	0.0	6.125	5.845	2.981	25.033	6.733	35.437	22.324	22.214	0.114	2.196	0.0	38.607	17.319	20.244	98.893	99.374	99.993
Gramella_sp_LPB0144_genomic	11.505	11.481	0.0	0.189	0.189	0.079	1.621	1.840	5.962	3.333	3.332	0.039	0.716	0.0	7.878	2.827	5.589	83.692	93.185	99.175
Gramella_sp_MAR_2010_102_genomic	90.449	90.312	0.038	50.496	49.312	40.552	82.847	27.425	83.884	75.390	75.342	4.166	6.201	0.0	86.358	66.478	44.956	99.971	99.955	99.998
Gramella_sp_MAR_2010_147_genomic	0.015	0.012	0.0	0.0	0.0	0.0	0.0	0.036	0.007	0.003	0.006	0.0	0.013	0.0	0.022	0.009	0.019	0.879	17.201	18.135
Hahella_chejuensis_KCTC_2396_genomic	98.045	98.049	0.082	97.988	97.869	97.467	94.544	94.514	98.502	98.185	98.138	86.697	55.063	0.0	98.250	97.947	97.205	99.999	99.994	99.999
Halanaeroarchaeum_sulfurireducens_strain_M27_SA2_genomic	0.258	0.253	0.0	0.0	0.0	0.0	0.0	0.048	0.071	0.102	0.101	0.0	0.006	0.0	0.251	0.027	0.101	26.663	62.112	74.152
Haliangium_ochraceum_DSM_14365_genomic	93.941	94.083	0.030	77.548	76.446	71.780	92.218	52.837	92.852	84.306	84.265	16.472	77.666	0.0	91.603	100.000	75.662	99.997	99.994	99.999
Haloarcula_hispanica_ATCC_33960_genomic	8.563	8.158	0.0	0.123	0.123	0.040	1.465	1.137	4.122	2.603	2.399	0.0	0.346	0.0	5.508	1.996	3.780	59.496	81.912	93.349
Haloarcula_sp_CBA1115_genomic	6.096	6.414	0.0	0.158	0.158	0.077	1.065	0.928	2.985	1.822	2.002	0.0	0.420	0.0	4.115	1.571	2.688	52.463	79.458	91.063
Haloferax_gibbonsii_strain_ARA6_genomic	2.795	2.759	0.0	0.021	0.021	0.028	0.092	0.731	1.571	0.481	0.483	0.0	0.147	0.0	1.899	0.425	1.402	64.838	84.528	94.811
Haloferax_mediterranei_ATCC_33500_genomic	85.838	85.838	0.0	35.580	34.587	26.914	75.196	17.233	74.964	67.341	67.282	1.798	5.887	0.0	79.735	58.334	38.646	99.893	99.805	99.993
Halogeometricum_borinquense_DSM_11551_genomic	0.663	0.658	0.0	0.0	0.0	0.0	0.018	0.267	0.205	0.136	0.139	0.0	0.084	0.0	0.527	0.129	0.362	36.270	68.913	81.620
Halolamina_sediminis_strain_Hb3_genomic	82.581	82.565	1.659	99.196	99.151	98.976	98.316	99.054	99.005	98.414	98.383	96.195	100.000	0.0	98.906	98.633	99.018	100.000	99.999	100.000
Halolamina_sediminis_strain_halo7_genomic	0.795	0.779	0.0	0.0	0.0	0.0	0.027	0.254	0.415	0.211	0.167	0.0	0.107	0.0	0.546	0.261	0.408	43.091	73.295	86.081
Halomonas_elongata_DSM_2581_genomic	0.224	0.220	0.0	0.0	0.0	0.0	0.0	0.021	0.070	0.016	0.016	0.0	0.0	0.0	0.052	0.034	0.045	20.175	56.962	66.565
